source_ordinal	json_pointer	surface_id_exact	source_record_id_exact	record_semantic_sha256	archive_object_uuid	raw_record_uuid	trace_root_legacy_id	tier_presence	tier_exact_value	research_disposition	workflow_reason	import_disposition	parse_error	quarantine_id
5017	/surfaces/5017	SURF-CCT2026R02142	CCT2026R02142	355f51d34085e6b6b38a40b809db0048f37b238fd76e3626453b2ffb8cc61310	93a7e2cb-408b-5615-8861-21ea1444d29f	60c4f4b4-e0a1-5396-964c-4c474739cb84	TRN-OBJ-090BDDE8E3CDC3	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5018	/surfaces/5018	SURF-CCT2026R02343	CCT2026R02343	21abf056bcac623c780b565ccb3cb17fa40727dd65c24fb6109bac9b3155ae5b	34f9b8d8-6c67-5679-8f79-2737bcab04bb	5b15af0f-e67b-57a6-8238-d6d59573fb4b	TRN-OBJ-180E1B6C5B8EE6	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5019	/surfaces/5019	SURF-CCT2026R02628	CCT2026R02628	1ab298067a9266460671717bb178ede08ce10337a7db5cb7e10c54fffde68556	97c96dde-6000-57ba-8063-ecb7f08f5431	8ca120f8-e877-5100-957e-26d442ed5951	TRN-OBJ-9566B279039B15	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5020	/surfaces/5020	SURF-CCT2026R02652	CCT2026R02652	ac7f35f440bd8b529aaebadc853702f8cf854e05ae47e4a3973b3afe1f0ce8bf	eb091a49-bc39-5bb8-8be9-b0dcefe62bd7	f0fca34a-9b5d-50c0-b0c5-da9aa85924b4	TRN-OBJ-9A9D4551CFBE77	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5021	/surfaces/5021	SURF-CCT2026R02925	CCT2026R02925	24d75423ffc9c9952c71bfa59eb6d9d082de32a28ce1ca11ae66f969f16654d8	f42dee4e-faf5-5e6b-8957-c75e340d2b30	85ebebef-5ca7-527e-9120-e22a38684e88	TRN-OBJ-2FCAD64568E0B0	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5022	/surfaces/5022	SURF-CCT2026R02926	CCT2026R02926	7cb63be51d800924cbd05ec15c0b647ecfe3f26351a1631ccf6623d685e3bba3	be76c4fb-db43-53e7-a3b1-03d7a53facf0	f215367f-1797-5407-b383-53cdeaac3106	TRN-OBJ-20BAD7147FDF50	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5023	/surfaces/5023	SURF-CCT2026R02927	CCT2026R02927	e698639eb1559b5af1a36938ec6db58ec13677de91769a6242517fff53879179	1a23ac5b-fccd-5e73-9a37-ab48f4690e9a	34f53476-3000-5168-bccf-cf1f71a5387f	TRN-OBJ-9FA37223965F68	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5024	/surfaces/5024	SURF-CCT2026R02928	CCT2026R02928	6bbf2f389284a79f58e693374388b0514231cc35a9727358f4b3e281836f3760	dd48f6e4-66b2-560b-bedc-464f19347914	7f87764d-e614-5179-ab7b-8a4f9529a267	TRN-OBJ-8C20AC46297105	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5025	/surfaces/5025	SURF-CCT2026R03747	CCT2026R03747	00199ac6a6202b55f281bae2cae5ba2f5faf91a8cc2a111221446fce9e8f49ca	14943c85-454b-5c65-8b74-643025d9d354	8b92d652-fc64-5bbc-9926-890b2e9e319e	TRN-OBJ-5F3CCC6EC1B4C3	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5026	/surfaces/5026	SURF-CCT2026R03950	CCT2026R03950	a11e70d4e8650dd511290694c28a2170bc668e86243a3ca94c55df00689d7d86	2110b53f-7348-5c4b-a9a3-d3647c2a037b	1dcf3935-9a35-5ac5-9af3-7d3b6646fa6b	TRN-OBJ-9DFF733D44B277	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
5027	/surfaces/5027	SURF-CCT2026R04244	CCT2026R04244	0ba16ba4467c80a85785cff3b888b20216ab65da080f09edcba8a2683fb6a387	2b45dd35-4500-5a3b-a759-393e767285bd	a405b472-9f74-5984-b4ae-6676b8822ed0	TRN-OBJ-339FF22FAD42BE	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5028	/surfaces/5028	SURF-CGS2026R0188	CGS2026R0188	f9101b9b2a103ec6a666fadf85242126e5469024b7b1ee14391996094d766cf9	d3c0e065-4bc9-55c5-bd42-d4e9a5a0ebed	bef26cbc-a579-590c-a126-e8e300a12e8a	TRN-OBJ-CF8A9B72D091C6	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5029	/surfaces/5029	SURF-CGS2026R0471	CGS2026R0471	53708f601b44fe529d2660dda876a2e06bc8efc981a6ce311028e09123bd6ebd	0df2ffb5-dfe9-582e-aed7-e56336a36899	504c4605-ba8b-564d-8c45-a4e440526319	TRN-OBJ-D6141833CDAF0C	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
5030	/surfaces/5030	SURF-CGS2026R0849	CGS2026R0849	a15887e6834d571e09ccf036025e9eef2ca637b4eac53be2905e97f85bd216ce	cc5518cf-c535-5e35-8ae5-402d386e022a	dfe29b26-1b59-56b2-bb31-95ac70dd03c3	TRN-OBJ-B884B98B688298	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5031	/surfaces/5031	SURF-CGS2026R0850	CGS2026R0850	9106548992b1e8154fe7f5445e6e418ec47c9de8511e9d04cbd6d3422d9c4981	9261b29c-6c74-59fe-8c79-974aec3e2350	e2616c9c-a807-5c20-bd6a-39833185fe31	TRN-OBJ-469CDFB8369353	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5032	/surfaces/5032	SURF-CGS2026R0851	CGS2026R0851	b36e7be49f362bf6be0e3da12dc9db06681bb40a09a8c3045f090d91627c64ec	cde92208-d50c-5b64-8aff-f91a2d429367	d244bd53-e522-568d-8892-35888e9b59d5	TRN-OBJ-42605E96227055	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5033	/surfaces/5033	SURF-CGS2026R0852	CGS2026R0852	6c403f13310fbba2b89d3ed9e359dd8abd994f0052fe1fbf77624655c4ff6ee4	b6630c94-cd87-5075-94cc-af6319cdedd4	66366988-5cc6-5401-89f7-252c8864f2b9	TRN-OBJ-45C99FCB66457C	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5034	/surfaces/5034	SURF-CGS2026R0853	CGS2026R0853	8142edecbb83965c6f6a54ae9be984a65e1714261759b0d9e0bbe88ce5ea471a	aa2c6a9a-05fc-5179-9e77-a6dbe3fe5df5	ff77bd2f-5762-5fc1-9cb2-f01182bb4cac	TRN-OBJ-340B1C651C14CE	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5035	/surfaces/5035	SURF-CGS2026R1322	CGS2026R1322	50bb65c9533db1272bcd3d5565df2e772fd6b2f9111f77f518f59292e66281fe	6a6da2a5-62ef-50d2-825e-0828c80dc6d0	45cfc6cd-efc4-5680-a4b3-ac70833673ed	TRN-OBJ-1B6366CA19A61B	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5036	/surfaces/5036	SURF-CRB2026V2R0640	CRB2026V2R0640	e2f5d4690594695f5e06403c8ef9397f2b5fadf95c2683f59105d8b967196663	30af4ccd-848e-57b8-9881-e4b2859a3a08	8c00cc53-f2a4-5629-96ac-26c0593faecc	TRN-OBJ-B9AAB06773C4E9	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5037	/surfaces/5037	SURF-CRB2026V2R0641	CRB2026V2R0641	427a084268ba1aacd613096aec5a56fdcdfb1c876a4e731353d9bae2195da386	574eb7f2-11ed-554a-8e07-1fd5d58daba1	b18e333f-d8e3-5968-acfc-e0f7eae24cd3	TRN-OBJ-16EA8B2DAB320A	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5038	/surfaces/5038	SURF-CRB2026V2R0642	CRB2026V2R0642	4b88f166f168aee8cfff4cf38efcdb0b97fd37ff91c39f06e51a32a9ff9e4957	7c42b958-6ee3-50fd-a2a3-408c73e35d1c	37ea04d9-b1db-554d-8cf7-0146b5090f29	TRN-OBJ-C0328DA630F278	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
5039	/surfaces/5039	SURF-GA1970R109	GA1970R109	9d32dae8fbba2a098bb0e8f542b9001bc52dd97d6b5fd241ab8a0e14bb686895	0b43b645-e900-5f82-9476-240b179264f3	087965c2-35cf-5d5c-950b-9ac5abc0844a	TRN-OBJ-206516E1C5E8FD	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
5040	/surfaces/5040	SURF-GSU1970R018	GSU1970R018	d4f7311bc61c63f2a40881cab5aa3f4197a3087640cd0caadd5c524ec247fb72	d7c14bfb-9223-5ac8-95f9-eec6a79d13d6	83d0fd2c-8f21-5c17-9423-558fc83fab7f	TRN-OBJ-112B33AB69DE2D	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
5041	/surfaces/5041	SURF-HISTORICALAICTRACE2026V1R0213	HISTORICALAICTRACE2026V1R0213	27c29b5da1fc42d9e1a51416a03041217e91fd9299869cc4c3e06648cc1910b2	7dfc25b6-20d7-53dc-a459-67331abfd594	cbc5cb79-0c92-52fa-a59d-6bd0ada0933f	TRN-OBJ-522AA23DB9F783	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5042	/surfaces/5042	SURF-IR1970R045	IR1970R045	3b6d2121862a6c7f08effe250d8ae658e8e9ce4ccd34057f4e4163e3e7f08745	1e4744f6-c8df-515e-bbab-4ee4084bd74f	ade882d8-fcbf-5300-a184-9148605917bb	TRN-OBJ-D110BDD823EA5E	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5043	/surfaces/5043	SURF-LOCTRACE2026I19A8F509CC0116	LOCTRACE2026I19A8F509CC0116	5b5893fad957676fc66d2a13c461c356cb22fbb23ba7c5fac4e843f5daa2d1f6	8181a07d-a1fa-5446-9527-4de1542b3aa7	52d9763c-b892-516e-9c7d-81fbe6112590	TRN-OBJ-19A8F509CC0116	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5044	/surfaces/5044	SURF-LOCTRACE2026I6DBC06C9192896	LOCTRACE2026I6DBC06C9192896	e3f643be7ee6e16ccbda9a248212c8f19e8b907d811019c4d4debc31416f58dd	b83798b6-0172-56ef-9949-5633cadc03ac	f39083c4-0d66-548d-814a-aa895f8b3531	TRN-OBJ-6DBC06C9192896	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5045	/surfaces/5045	SURF-LOCTRACE2026I782C687E46EA2F	LOCTRACE2026I782C687E46EA2F	d28a65fcf50d1fcc459eacece7ff6af1fb04bc2e7d3a9f73b87eeefd2e91f4d2	055c8b85-238d-5e19-9949-edcf6e137db8	e798c5dc-9d1b-58c3-aa58-6f54ca192f19	TRN-OBJ-782C687E46EA2F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5046	/surfaces/5046	SURF-MC1930R061	MC1930R061	47371dc9e0aa0d48edaca9585a58de78f44107fe405683c3065e1a4617f2b29c	c86f57f9-7cc2-590c-82b7-76a4519d8980	2d444a97-7510-5ce5-a261-8721b5c57b4f	TRN-OBJ-236847F85E4CFA	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5047	/surfaces/5047	SURF-MDAFATRACE2026R0011	MDAFATRACE2026R0011	592bdc72ae3a1af8b836dd9cac62836303a120576cca1f8a9da22e325a7cf631	940444c0-c56c-5907-a14e-9aeab158bb4e	8d84d1e0-8738-5c3b-a2c2-ccd6a5a71948	TRN-OBJ-7F115351FD8536	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5048	/surfaces/5048	SURF-NBPOSTERTRACE2026V2R0112	NBPOSTERTRACE2026V2R0112	de9724aa4b493b069ffcfc432cb22b68cf955e2664d51bcd394ef4177f20cc9b	eb737b20-b3fc-5deb-b993-80528c0514da	5887fc24-7d2c-5ffe-b267-fcc87eaff22e	TRN-OBJ-3D30F2565CB191	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5049	/surfaces/5049	SURF-NBPOSTERTRACE2026V2R0113	NBPOSTERTRACE2026V2R0113	be983f24306a93e735faac1345a3fd84fe6d2ce04a3fc5b9e012b2519441e412	9a27eb57-4f55-5e9b-9dd9-e33a981bb2a2	b98b3600-b91e-5f5d-a486-aff954f396d2	TRN-OBJ-7DAD54D7718E85	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5050	/surfaces/5050	SURF-NMKTRACE2026R00485	NMKTRACE2026R00485	6a94c63df602528dacede8104c41952bf34f936790de86708bc0124142fe4eeb	24bb0fd4-1a10-59bd-bdfb-9de5981d557c	7d3cbe5a-4291-5e1a-8120-937c134fef80	TRN-OBJ-95AD7897F7E431	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5051	/surfaces/5051	SURF-NMKTRACE2026R00491	NMKTRACE2026R00491	41ac8d9b07b18770e7e9d62747452eaea8a04cd01a4783482923a7a9d62530a1	b60bfd24-53cb-536f-b179-81805b77121f	27f2fd4f-9bb1-54df-a9ab-98c6873a2523	TRN-OBJ-3405F22D21FF60	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5052	/surfaces/5052	SURF-VAM20K-02465	VAM20K-02465	0ede354a0f823f42985809a1fb4f067033dbba0aa0cee6c6d3e62f05f8233669	75fe87e8-2385-5ee5-a844-bdc5a31383c6	cc34928b-f1e1-560b-9af3-43bf07e27c7d	TRN-OBJ-2F18777B70E3FF	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5053	/surfaces/5053	SURF-VAM20K-02477	VAM20K-02477	0f288c7e9833b6f211d1c8b551f472585047f0338bce3476899c20d643d9d43c	f70128b3-854a-5bb5-85d2-008fd1a420b7	f91a66c7-3632-5a95-aec4-92961be5d6bd	TRN-OBJ-FD3B2F7C42F28C	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5054	/surfaces/5054	SURF-VAM20K-02478	VAM20K-02478	cc1378932027acf308890861712538759f6a715e13070a9ef52fb680247ea3be	57984b4c-6434-5f17-9c98-7877d9ac873c	5bf99738-cb68-5b55-9883-13abc3f1edc4	TRN-OBJ-524B7786CE3EE2	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5055	/surfaces/5055	SURF-VAM20K-02479	VAM20K-02479	86516ce741bbcacabd3787889d06a7d09824ecb0dea07eac25e8eef12eaa6c85	aba2ea99-1905-5c8b-907d-d973f8b6b77f	b9714a69-b53d-5bf7-b35e-a96499a0234a	TRN-OBJ-0ABA5DF819AC55	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5056	/surfaces/5056	SURF-VAM20K-02480	VAM20K-02480	2f6ce77635d4cd39c301ac6fe2518cff81220c4a9b05d2518c1388502db5b91c	4b42616c-bfa0-57a0-ad85-fb1fa540e2e2	58d247b2-acd1-59bf-a092-ad2a65a115d4	TRN-OBJ-1E26B20A19429D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5057	/surfaces/5057	SURF-VAM20K-02481	VAM20K-02481	fd25d7e6900db4a29c0fe52537409f56f8aab66c50df07fa60bf7459ffa78266	76ead614-cafe-54e8-b2f4-ede508bef27f	f3310786-bdd4-5f43-9d39-de36832219c2	TRN-OBJ-8CA8B89FD8CBC3	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5058	/surfaces/5058	SURF-VAM20K-02482	VAM20K-02482	0bc4af19f99dec9618fc626d0c1aa87c7eb2b6d1546a68cc0fff0da3374c71e9	64a4d3a4-3c7e-5981-b94a-c556e56d3561	eefd82a5-e30b-58c6-af6f-200af8405708	TRN-OBJ-2E9BC5C4A8E65F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5059	/surfaces/5059	SURF-VAM20K-02483	VAM20K-02483	26830d7f7974577006d9decfa8e8cb3c01ab4af41f512ae01d3f9654eb8c6e97	a6d5dc22-4160-54e8-af90-b36da2451710	4e789c53-6cfe-5a05-851d-96302870aa9b	TRN-OBJ-A5F4511E9D7ED3	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5060	/surfaces/5060	SURF-VAM20K-02484	VAM20K-02484	ebf6cf03dac9a7785ccfe90bdbcbee0690e71196a6ef0854af87b52831675b14	87aabe87-adc5-5fcd-8cc2-c44724971b4b	4804f8b0-4ecf-573b-b56f-f2aa6acc02c8	TRN-OBJ-4DFED52DA12C78	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5061	/surfaces/5061	SURF-VAM20K-02485	VAM20K-02485	48d1183a81f9ff880c034c192d35c5fdf1ed109a25679b204fe6384f8fc28059	37d50ef4-3adb-526d-9ccb-79822ad5189a	51fc3618-54ed-5c21-ab8e-9249e11da5f1	TRN-OBJ-1A19C69CA37CC9	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5062	/surfaces/5062	SURF-VAM20K-02486	VAM20K-02486	ae7c24e33ce8296f847b16df8c226a06c86df833952b83dde9103a443638650d	59db3e78-d46b-553d-b2a1-5ca2a1bb084f	4d75639e-ee34-58db-ba6e-21a97543f29e	TRN-OBJ-DE893719C7DE8E	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5063	/surfaces/5063	SURF-VAM20K-02487	VAM20K-02487	ec56cd89004a696e0181efcfeea29925232a17319bb7885d84ef00c3a83e0049	85e010ed-13f0-597b-9b4d-7eb9800d5a20	df3dc409-073e-5d2e-a2e4-d142411dc327	TRN-OBJ-B61C4EE19E9E93	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5064	/surfaces/5064	SURF-VAM20K-02488	VAM20K-02488	45e975e9a91b8e42c883d3148d581b796474559b5fe9575283e8792530a3ed5d	70e5d253-2e91-5e26-a310-95174030e6f9	bf03cd21-aad4-5dac-ae75-c6aa3e27d700	TRN-OBJ-EB72C70B191F35	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5065	/surfaces/5065	SURF-VAM20K-02489	VAM20K-02489	671b05a007e35f49d4a782ee0437d69d841489e2951c8dfbbdcd8bd574fbd80b	41bf0e17-a6eb-5c20-8408-67072c8f406c	9115b12d-dddc-5dc1-b295-749fe615a7a1	TRN-OBJ-B2ADFC50C644FC	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5066	/surfaces/5066	SURF-VAM20K-02490	VAM20K-02490	27c98f2381e6e256a8b08bd42c534036320c7685338945e001ea83a920f4cec1	1d37c9cc-fb00-53bf-9b71-2bcf15550bd0	08592647-1fcc-550f-af32-5c764e12dc69	TRN-OBJ-1FFA1CB2B95227	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5067	/surfaces/5067	SURF-VAM20K-02491	VAM20K-02491	e6daeb9470457fa3321df58322996af60f99ff3eb960b082fe0db47c20200907	ca8a82f1-ee99-5d9c-a7f1-877ed7e8aa56	d6e4c68c-7486-5a9b-b2bf-00ae7de879e1	TRN-OBJ-499EDA13462780	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5068	/surfaces/5068	SURF-VAM20K-02492	VAM20K-02492	6f736a92da60dd38c2b40a4954a3e35ec33d1fe7349eba5c58827627f15a6611	d8d6587c-786f-5644-9b2f-dbfa5a21736c	935f1727-00b5-5626-8f4d-db2fb95bda12	TRN-OBJ-2A19CA020DCC1D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5069	/surfaces/5069	SURF-VAM20K-02493	VAM20K-02493	fb147764d227066a3b102cf4bfa75d849a89f523dbd5bfcb4175889249c8452d	206193e0-79b5-50cf-a043-065c7a147ee0	1c5625f2-6270-56c9-aa4d-db5a35822a12	TRN-OBJ-50974C8260889F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5070	/surfaces/5070	SURF-VAM20K-02494	VAM20K-02494	55f3c45bd5535d1aa4b1cf8fc38d72e6df09b3bc243d86d30f9afe3a23631597	cb1f332e-5c09-5a3e-8945-3f26b17186e3	43da194e-8b75-57b5-8a08-f2d0978a8787	TRN-OBJ-818705647E9A02	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5071	/surfaces/5071	SURF-VAM20K-02495	VAM20K-02495	a138a522a12c4cbd92bab8e87854267f264a3945058d845efc2d0e36f382cf5a	1a04e308-9386-5dc4-a1db-067d4087f8cb	cc95348a-9c4e-56e5-86d0-b779633db646	TRN-OBJ-17EEB70F352B66	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5072	/surfaces/5072	SURF-VAM20K-02496	VAM20K-02496	08e9413a54b942733084588b4548b0e88a4d4d8044b0e806a93dc8491e2ff2cd	dc2ab2c0-4c43-580c-b902-5a5d7b5e84e9	c306bfd9-7010-5b62-8c91-864b5f86ce1b	TRN-OBJ-C2FBBE9956B631	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5073	/surfaces/5073	SURF-VAM20K-02497	VAM20K-02497	d04313824d8eb32de8c47c120bcc64e7e885df11182fb9021ab191f09c8f8ab0	e55124dc-1f91-5401-b1c4-11760f0be843	91063d6b-1f83-5561-b4fc-85fb371ed9f8	TRN-OBJ-AD7B844D415CCA	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5074	/surfaces/5074	SURF-VAM20K-02498	VAM20K-02498	68eedc5d28d2231e536917c84dd4d869d14bd3e864da81e8caa18bb407611bfe	e7819cce-52ac-52b7-a1ad-e7d2a452c0ff	955e211a-5f89-577d-a34b-fc7d58a67d8b	TRN-OBJ-6D936878CFFB19	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5075	/surfaces/5075	SURF-VAM20K-02499	VAM20K-02499	583a67ec688416952290df866996789f06d2cb3f794969babf8dc63150e03c22	e9fc395c-0556-5eda-9203-5b4de5e4b116	8936323e-0822-5bee-bbda-3cebd5d21d6c	TRN-OBJ-B73641B3BD92CF	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5076	/surfaces/5076	SURF-VAM20K-02500	VAM20K-02500	8cbd9e4cc8cc6349810918fae34e58dbb9570fcd3235482c19e8a86dc87bb3b3	3d64c478-cae5-5edd-96ad-663abb0cc9bd	4767792e-bc24-54a0-9687-81ddf8b2ce00	TRN-OBJ-FB489EC64829E2	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5077	/surfaces/5077	SURF-VAM20K-02501	VAM20K-02501	cfb4caf53e2cbecff10733c12259b83e69133beb52fac0e011f1ada61e519e40	70618a4a-bdf2-55cb-88b3-e8da7f3c48f0	ef00dd59-e989-5a8d-8974-35c5ea468415	TRN-OBJ-2353F31C169C75	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5078	/surfaces/5078	SURF-VAM20K-02502	VAM20K-02502	bf262ef974e1cc8c6ec991f5af93f314b3e2997aba6507f2618748c2d5c559f6	75c380d7-2be0-5638-9417-8ab049d16424	54159302-4bd3-5b7e-a4e2-0be9aeb0436e	TRN-OBJ-7CE87384FFA90F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5079	/surfaces/5079	SURF-VAM20K-02503	VAM20K-02503	6fa0d635b2e986cc616eba94ffc544674088ff593a978dd6785f0e060b1ccf2d	fdd0f649-059e-54a1-bc51-09e451636058	2a0c8df1-7c82-5f15-834d-2a5591f4de79	TRN-OBJ-93117CB74EBB54	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5080	/surfaces/5080	SURF-VAM20K-02509	VAM20K-02509	6ba6279968b9e08a0935f590d8e97a229edf6fb00b286e83706779d6f71a27db	1958011c-4d8a-5e27-a82a-79ddd90a4c05	66dc7f02-3e92-548f-9811-c3795d5747a9	TRN-OBJ-EF8C1E8A6AC029	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5081	/surfaces/5081	SURF-VAM20K-02510	VAM20K-02510	b28abbf3a8d68df36e54ba55abc8cbea15067d206c2e58da123b0c9c1fb519c9	aacb3a92-e946-5f98-8919-89fb0bf519b9	d6a689ca-644e-5936-801e-b81c37eb55d5	TRN-OBJ-29E3C3C2A1AFFC	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5082	/surfaces/5082	SURF-VAM20K-02511	VAM20K-02511	f7d33307fff3989027a6f86b23aea7803eabbddfd50e6515cb15aaccdd2005ca	68b892fb-c6d1-5ce1-a687-a58f984b7962	c4126153-ba08-5d2f-b92b-34df5140e91f	TRN-OBJ-AF8CE47954BBC1	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5083	/surfaces/5083	SURF-VAMYEARTRACEV2R0072	VAMYEARTRACEV2R0072	dcd023b2aca580cf85b2f80559349d4ed436c7a84ff9af9f3e05159b1d437d02	88859d7a-2c1b-55cc-9853-810391d07814	f7ec1e4e-6110-5b0f-9e9a-efc2bc2ecc88	TRN-OBJ-6676C6B3F5EE7A	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5084	/surfaces/5084	SURF-VAMYEARTRACEV2R0082	VAMYEARTRACEV2R0082	6755bf73e54bfce29611e7b0d63acfa701cd1017af8c014dd7885ae623bc7bf1	90804f68-95d7-5076-bd02-532beda4073b	c74777a0-98c5-54af-9a9c-8898ebfa6cbf	TRN-OBJ-EAFCD07F80A260	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
5085	/surfaces/5085	SURF-VAMYEARTRACEV2R0090	VAMYEARTRACEV2R0090	68b910ecab84b29953b91b340f7e666c5c5a3e45082cb0193297a02da1bcca8a	93dcc4d9-f39c-54f6-a843-b05e79d81aff	6efcf077-8687-5348-ae95-c557efbfc7e3	TRN-OBJ-A4E861C9A8C8BC	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
