control_key	table_schema	table_name	control_kind	control_name	column_names_json	referenced_schema	referenced_table	referenced_columns_json	match_type	on_update	on_delete	deferrable	initially_deferred	validated	enabled_state	trigger_timing	trigger_events_json	trigger_level	guard_function_identity	predicate_escaped	definition_sha256_replay_1	definition_sha256_replay_2	replay_match	backing_constraint_key	normative_invariant	test_ids_json	status
provenance|assignment_decision_evidence|FOREIGN_KEY|assignment_decision_evidence_assignment_review_decision_id_fkey	provenance	assignment_decision_evidence	FOREIGN_KEY	assignment_decision_evidence_assignment_review_decision_id_fkey	["assignment_review_decision_id"]	provenance	assignment_review_decision	["assignment_review_decision_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	38f9dc89238329b107b04eb63cd70ab23ddb8792afb8d3b8299d15ae987096a8	38f9dc89238329b107b04eb63cd70ab23ddb8792afb8d3b8299d15ae987096a8	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_decision_evidence|FOREIGN_KEY|assignment_decision_evidence_evidence_item_id_fkey	provenance	assignment_decision_evidence	FOREIGN_KEY	assignment_decision_evidence_evidence_item_id_fkey	["evidence_item_id"]	provenance	evidence_item	["evidence_item_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	c19a280751322ba61e437401dfd4e22d8fc6081f7fd8b13bcd29a38d756ed098	c19a280751322ba61e437401dfd4e22d8fc6081f7fd8b13bcd29a38d756ed098	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_decision_evidence|INDEX|assignment_decision_evidence_pkey	provenance	assignment_decision_evidence	INDEX	assignment_decision_evidence_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	38e4d0c498893bd9b41b399a68cb3da3f8c6b58099196cd85f645d84f66ff520	38e4d0c498893bd9b41b399a68cb3da3f8c6b58099196cd85f645d84f66ff520	true	provenance|assignment_decision_evidence|PRIMARY_KEY|assignment_decision_evidence_pkey	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_decision_evidence|INDEX|assignment_decision_evidence_reverse_idx	provenance	assignment_decision_evidence	INDEX	assignment_decision_evidence_reverse_idx	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e3020af146b988b9fe68ff442e955c31b5b419920f02302561a6d8dafaffadef	e3020af146b988b9fe68ff442e955c31b5b419920f02302561a6d8dafaffadef	true	\N	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_decision_evidence|NOT_NULL|assignment_review_decision_id:NOT_NULL	provenance	assignment_decision_evidence	NOT_NULL	assignment_review_decision_id:NOT_NULL	["assignment_review_decision_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	52d00eb0676683831427105fb747b9d55a286c12e868d91b163573f9845eb558	52d00eb0676683831427105fb747b9d55a286c12e868d91b163573f9845eb558	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_decision_evidence|NOT_NULL|evidence_item_id:NOT_NULL	provenance	assignment_decision_evidence	NOT_NULL	evidence_item_id:NOT_NULL	["evidence_item_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	15c3cf16df6664b8b42e1225586fe4fdcf71768185bf7da4e2a85bee787f91ae	15c3cf16df6664b8b42e1225586fe4fdcf71768185bf7da4e2a85bee787f91ae	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_decision_evidence|NOT_NULL|evidence_role:NOT_NULL	provenance	assignment_decision_evidence	NOT_NULL	evidence_role:NOT_NULL	["evidence_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	10ba01ebb9c74bc1f1a83fb4f4e32ea0ea4108de188a98812b712b014b52b6e6	10ba01ebb9c74bc1f1a83fb4f4e32ea0ea4108de188a98812b712b014b52b6e6	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_decision_evidence|PRIMARY_KEY|assignment_decision_evidence_pkey	provenance	assignment_decision_evidence	PRIMARY_KEY	assignment_decision_evidence_pkey	["assignment_review_decision_id","evidence_item_id","evidence_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	9b546b6b7e7837eabb91680f45ad926eb2c5dd56a2d1c7a048fcfcbb826ce08b	9b546b6b7e7837eabb91680f45ad926eb2c5dd56a2d1c7a048fcfcbb826ce08b	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_decision_evidence|ROW_TRIGGER|assignment_decision_evidence_append_only	provenance	assignment_decision_evidence	ROW_TRIGGER	assignment_decision_evidence_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	f9cdb4a315610a9c7a6a98e3645334acaf315fb65899d5e538afd26fc4289ebb	f9cdb4a315610a9c7a6a98e3645334acaf315fb65899d5e538afd26fc4289ebb	true	\N	APPEND_ONLY	[]	PASS
provenance|assignment_entity_name|CONSTRAINT_TRIGGER|assignment_shape_from_entity_name	provenance	assignment_entity_name	CONSTRAINT_TRIGGER	assignment_shape_from_entity_name	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	provenance.enforce_assignment_shape_and_support()	\N	f68a0b5b29fbefd704121859d6858e35179d11e3929ab8bba8d1ed6528dbc0f8	f68a0b5b29fbefd704121859d6858e35179d11e3929ab8bba8d1ed6528dbc0f8	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
provenance|assignment_entity_name|FOREIGN_KEY|assignment_entity_name_canonical_assignment_id_fkey	provenance	assignment_entity_name	FOREIGN_KEY	assignment_entity_name_canonical_assignment_id_fkey	["canonical_assignment_id"]	provenance	canonical_assignment	["canonical_assignment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	2c55e54bba4f61d903a441bf50bf575a128cb8f8aa845bdbf4c2afb402149825	2c55e54bba4f61d903a441bf50bf575a128cb8f8aa845bdbf4c2afb402149825	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_entity_name|FOREIGN_KEY|assignment_entity_name_entity_id_fkey	provenance	assignment_entity_name	FOREIGN_KEY	assignment_entity_name_entity_id_fkey	["entity_id"]	core	entity	["entity_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	c7a3ab5f455df77b3878f4d3023fcb3503eb5891fed13189e8c837cc71c75741	c7a3ab5f455df77b3878f4d3023fcb3503eb5891fed13189e8c837cc71c75741	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_entity_name|FOREIGN_KEY|assignment_entity_name_field_literal_id_fkey	provenance	assignment_entity_name	FOREIGN_KEY	assignment_entity_name_field_literal_id_fkey	["field_literal_id"]	raw	field_literal	["field_literal_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	fbc18ad03b9cef91a43aa9a2480bf8f9e58e5430be8e579995e58aed4b7232cc	fbc18ad03b9cef91a43aa9a2480bf8f9e58e5430be8e579995e58aed4b7232cc	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_entity_name|INDEX|assignment_entity_name_entity_id_field_literal_id_key	provenance	assignment_entity_name	INDEX	assignment_entity_name_entity_id_field_literal_id_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	54ade18b14b69f7e82b4e9aca5787249fd47fb7c91d8d0604d14123edb7eb560	54ade18b14b69f7e82b4e9aca5787249fd47fb7c91d8d0604d14123edb7eb560	true	provenance|assignment_entity_name|UNIQUE_CONSTRAINT|assignment_entity_name_entity_id_field_literal_id_key	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_entity_name|INDEX|assignment_entity_name_pkey	provenance	assignment_entity_name	INDEX	assignment_entity_name_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	ebcdd60707e1edd5ed0e5cb121acb927d6e63a17b410d51028c87950203cb0e4	ebcdd60707e1edd5ed0e5cb121acb927d6e63a17b410d51028c87950203cb0e4	true	provenance|assignment_entity_name|PRIMARY_KEY|assignment_entity_name_pkey	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_entity_name|NOT_NULL|canonical_assignment_id:NOT_NULL	provenance	assignment_entity_name	NOT_NULL	canonical_assignment_id:NOT_NULL	["canonical_assignment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	28335004344984d55ea9f34cdc3b6572a03a00067f888447ab1234b3c5453168	28335004344984d55ea9f34cdc3b6572a03a00067f888447ab1234b3c5453168	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_entity_name|NOT_NULL|entity_id:NOT_NULL	provenance	assignment_entity_name	NOT_NULL	entity_id:NOT_NULL	["entity_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	03111d04ccd602cc59a6cadf3b08c54546d5db099f66f68bea4f63cad6ad7f65	03111d04ccd602cc59a6cadf3b08c54546d5db099f66f68bea4f63cad6ad7f65	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_entity_name|NOT_NULL|field_literal_id:NOT_NULL	provenance	assignment_entity_name	NOT_NULL	field_literal_id:NOT_NULL	["field_literal_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	f59311ef45822b4642ef86fe9b82c5e36b28f1e8458efc8a9df817140cb545d5	f59311ef45822b4642ef86fe9b82c5e36b28f1e8458efc8a9df817140cb545d5	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_entity_name|PRIMARY_KEY|assignment_entity_name_pkey	provenance	assignment_entity_name	PRIMARY_KEY	assignment_entity_name_pkey	["canonical_assignment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e01a4908467fd6191e2a0f39b861da310e6943c3eee36f6d0fa3c1f8e9382c52	e01a4908467fd6191e2a0f39b861da310e6943c3eee36f6d0fa3c1f8e9382c52	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_entity_name|ROW_TRIGGER|assignment_entity_name_append_only	provenance	assignment_entity_name	ROW_TRIGGER	assignment_entity_name_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	febc4dfab80df7a70f0420226f119c2ca311d0e8038fd117cae17f73d86a1bf0	febc4dfab80df7a70f0420226f119c2ca311d0e8038fd117cae17f73d86a1bf0	true	\N	APPEND_ONLY	[]	PASS
provenance|assignment_entity_name|UNIQUE_CONSTRAINT|assignment_entity_name_entity_id_field_literal_id_key	provenance	assignment_entity_name	UNIQUE_CONSTRAINT	assignment_entity_name_entity_id_field_literal_id_key	["entity_id","field_literal_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	ec1b3fdb4d77dda4c3c0f3572c750ed2774067843fa9e1e79a153bfd88b5fa33	ec1b3fdb4d77dda4c3c0f3572c750ed2774067843fa9e1e79a153bfd88b5fa33	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_folder_membership|CHECK|assignment_folder_membership_member_ordinal_check	provenance	assignment_folder_membership	CHECK	assignment_folder_membership_member_ordinal_check	["member_ordinal"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	CHECK (member_ordinal >= 0)	1db6b1257f63e85819a7ba761050a64d34c88fd15fef5f5f9e43a52ebb326f91	1db6b1257f63e85819a7ba761050a64d34c88fd15fef5f5f9e43a52ebb326f91	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_folder_membership|CHECK|assignment_folder_membership_membership_role_check	provenance	assignment_folder_membership	CHECK	assignment_folder_membership_membership_role_check	["membership_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	CHECK (membership_role ~ '^[a-z][a-z0-9_]*$'::text)	140bc49b4e268fd735ba90da2742cfea5a5f49b7813b6dc55b091cdad123b1f2	140bc49b4e268fd735ba90da2742cfea5a5f49b7813b6dc55b091cdad123b1f2	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_folder_membership|CONSTRAINT_TRIGGER|assignment_shape_from_folder	provenance	assignment_folder_membership	CONSTRAINT_TRIGGER	assignment_shape_from_folder	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	provenance.enforce_assignment_shape_and_support()	\N	9a34d1d932881e00b15c678b0474190b1c5f23cbc0f1c1a54ea2333488896712	9a34d1d932881e00b15c678b0474190b1c5f23cbc0f1c1a54ea2333488896712	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
provenance|assignment_folder_membership|FOREIGN_KEY|assignment_folder_membership_archive_object_id_fkey	provenance	assignment_folder_membership	FOREIGN_KEY	assignment_folder_membership_archive_object_id_fkey	["archive_object_id"]	core	archive_object	["archive_object_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	d4852f53e671f26c678f92b1665365d3b65737d8791bf978948bc3da2d701447	d4852f53e671f26c678f92b1665365d3b65737d8791bf978948bc3da2d701447	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_folder_membership|FOREIGN_KEY|assignment_folder_membership_canonical_assignment_id_fkey	provenance	assignment_folder_membership	FOREIGN_KEY	assignment_folder_membership_canonical_assignment_id_fkey	["canonical_assignment_id"]	provenance	canonical_assignment	["canonical_assignment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	2c55e54bba4f61d903a441bf50bf575a128cb8f8aa845bdbf4c2afb402149825	2c55e54bba4f61d903a441bf50bf575a128cb8f8aa845bdbf4c2afb402149825	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_folder_membership|FOREIGN_KEY|assignment_folder_membership_folder_fk	provenance	assignment_folder_membership	FOREIGN_KEY	assignment_folder_membership_folder_fk	["folder_id"]	research	folder	["folder_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	2524f4623791055ae91847be950ea72561aa52bcb35ad85606ca1e3e55f29e0f	2524f4623791055ae91847be950ea72561aa52bcb35ad85606ca1e3e55f29e0f	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_folder_membership|INDEX|assignment_folder_membership_folder_id_archive_object_id_me_key	provenance	assignment_folder_membership	INDEX	assignment_folder_membership_folder_id_archive_object_id_me_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	86237a1b5b04a73a58aa598d43c06517b047f67c8e0b28bf913586d001125ec1	86237a1b5b04a73a58aa598d43c06517b047f67c8e0b28bf913586d001125ec1	true	provenance|assignment_folder_membership|UNIQUE_CONSTRAINT|assignment_folder_membership_folder_id_archive_object_id_me_key	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_folder_membership|INDEX|assignment_folder_membership_folder_id_membership_role_memb_key	provenance	assignment_folder_membership	INDEX	assignment_folder_membership_folder_id_membership_role_memb_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	5593ada7350417c77be9f1ddaca607eae41203ab44413e6726465a505e63c724	5593ada7350417c77be9f1ddaca607eae41203ab44413e6726465a505e63c724	true	provenance|assignment_folder_membership|UNIQUE_CONSTRAINT|assignment_folder_membership_folder_id_membership_role_memb_key	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_folder_membership|INDEX|assignment_folder_membership_pkey	provenance	assignment_folder_membership	INDEX	assignment_folder_membership_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	d91534c7a0318d5a7c1e6c58b0e50de060dbb639151dd96b50d188e0384eb229	d91534c7a0318d5a7c1e6c58b0e50de060dbb639151dd96b50d188e0384eb229	true	provenance|assignment_folder_membership|PRIMARY_KEY|assignment_folder_membership_pkey	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_folder_membership|NOT_NULL|archive_object_id:NOT_NULL	provenance	assignment_folder_membership	NOT_NULL	archive_object_id:NOT_NULL	["archive_object_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	a23b469864d7bb9cfd10fde09cc48e1e8ec7471e973c51af2654516e485e24df	a23b469864d7bb9cfd10fde09cc48e1e8ec7471e973c51af2654516e485e24df	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_folder_membership|NOT_NULL|canonical_assignment_id:NOT_NULL	provenance	assignment_folder_membership	NOT_NULL	canonical_assignment_id:NOT_NULL	["canonical_assignment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	28335004344984d55ea9f34cdc3b6572a03a00067f888447ab1234b3c5453168	28335004344984d55ea9f34cdc3b6572a03a00067f888447ab1234b3c5453168	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_folder_membership|NOT_NULL|folder_id:NOT_NULL	provenance	assignment_folder_membership	NOT_NULL	folder_id:NOT_NULL	["folder_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	4281792ae9cc6b2da4b15f8d23d58f352cdec00695d3abbcaabe2c99e09c3a40	4281792ae9cc6b2da4b15f8d23d58f352cdec00695d3abbcaabe2c99e09c3a40	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_folder_membership|NOT_NULL|member_ordinal:NOT_NULL	provenance	assignment_folder_membership	NOT_NULL	member_ordinal:NOT_NULL	["member_ordinal"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	3a1c0a8209d83ab4a6a850ac252d5fa302a21a57f98eeb85f4a9a5cdc09fe0d7	3a1c0a8209d83ab4a6a850ac252d5fa302a21a57f98eeb85f4a9a5cdc09fe0d7	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_folder_membership|NOT_NULL|membership_role:NOT_NULL	provenance	assignment_folder_membership	NOT_NULL	membership_role:NOT_NULL	["membership_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	5ae9d33e5e0ce848ebfd40f9514e76b65de26d5f5b3bde5b447b4a860fd02401	5ae9d33e5e0ce848ebfd40f9514e76b65de26d5f5b3bde5b447b4a860fd02401	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_folder_membership|PRIMARY_KEY|assignment_folder_membership_pkey	provenance	assignment_folder_membership	PRIMARY_KEY	assignment_folder_membership_pkey	["canonical_assignment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e01a4908467fd6191e2a0f39b861da310e6943c3eee36f6d0fa3c1f8e9382c52	e01a4908467fd6191e2a0f39b861da310e6943c3eee36f6d0fa3c1f8e9382c52	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_folder_membership|ROW_TRIGGER|assignment_folder_append_only	provenance	assignment_folder_membership	ROW_TRIGGER	assignment_folder_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	b7b5083350b0ae5ddcc15054717ef2b0f32f7831f4f12cbf2dee66e8702a3ea3	b7b5083350b0ae5ddcc15054717ef2b0f32f7831f4f12cbf2dee66e8702a3ea3	true	\N	APPEND_ONLY	[]	PASS
provenance|assignment_folder_membership|UNIQUE_CONSTRAINT|assignment_folder_membership_folder_id_archive_object_id_me_key	provenance	assignment_folder_membership	UNIQUE_CONSTRAINT	assignment_folder_membership_folder_id_archive_object_id_me_key	["folder_id","archive_object_id","membership_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	98c4bd8324895d800003d2977f50696c4abe7ff35770b9bde322b037e0aae3d5	98c4bd8324895d800003d2977f50696c4abe7ff35770b9bde322b037e0aae3d5	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_folder_membership|UNIQUE_CONSTRAINT|assignment_folder_membership_folder_id_membership_role_memb_key	provenance	assignment_folder_membership	UNIQUE_CONSTRAINT	assignment_folder_membership_folder_id_membership_role_memb_key	["folder_id","membership_role","member_ordinal"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	4582bebb345d7e6c37c4953e1523222f06901420cfd32d3648cfba0b11cb0499	4582bebb345d7e6c37c4953e1523222f06901420cfd32d3648cfba0b11cb0499	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_identity_resolution|CONSTRAINT_TRIGGER|assignment_shape_from_identity	provenance	assignment_identity_resolution	CONSTRAINT_TRIGGER	assignment_shape_from_identity	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	provenance.enforce_assignment_shape_and_support()	\N	b92994eadfe402232075aeb0fa0e3e29d0023b1511a3fa714e3b61795ccf2b15	b92994eadfe402232075aeb0fa0e3e29d0023b1511a3fa714e3b61795ccf2b15	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
provenance|assignment_identity_resolution|FOREIGN_KEY|assignment_identity_resolutio_legacy_identity_resolution_i_fkey	provenance	assignment_identity_resolution	FOREIGN_KEY	assignment_identity_resolutio_legacy_identity_resolution_i_fkey	["legacy_identity_resolution_id"]	core	legacy_identity_resolution	["legacy_identity_resolution_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	d547d3c38c30c492979f7b948384638bd06efeead7928a642a37abc9365f3bc7	d547d3c38c30c492979f7b948384638bd06efeead7928a642a37abc9365f3bc7	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_identity_resolution|FOREIGN_KEY|assignment_identity_resolution_canonical_assignment_id_fkey	provenance	assignment_identity_resolution	FOREIGN_KEY	assignment_identity_resolution_canonical_assignment_id_fkey	["canonical_assignment_id"]	provenance	canonical_assignment	["canonical_assignment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	2c55e54bba4f61d903a441bf50bf575a128cb8f8aa845bdbf4c2afb402149825	2c55e54bba4f61d903a441bf50bf575a128cb8f8aa845bdbf4c2afb402149825	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_identity_resolution|INDEX|assignment_identity_resolutio_legacy_identity_resolution_id_key	provenance	assignment_identity_resolution	INDEX	assignment_identity_resolutio_legacy_identity_resolution_id_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	2f792337b9d32be14c16d68f1e9354dc092f416b623d392498981193328388e7	2f792337b9d32be14c16d68f1e9354dc092f416b623d392498981193328388e7	true	provenance|assignment_identity_resolution|UNIQUE_CONSTRAINT|assignment_identity_resolutio_legacy_identity_resolution_id_key	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_identity_resolution|INDEX|assignment_identity_resolution_pkey	provenance	assignment_identity_resolution	INDEX	assignment_identity_resolution_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	53ae6375e364223f0223ad857de189a337a2f0c43c21d524bbfc5f1a787f7732	53ae6375e364223f0223ad857de189a337a2f0c43c21d524bbfc5f1a787f7732	true	provenance|assignment_identity_resolution|PRIMARY_KEY|assignment_identity_resolution_pkey	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_identity_resolution|NOT_NULL|canonical_assignment_id:NOT_NULL	provenance	assignment_identity_resolution	NOT_NULL	canonical_assignment_id:NOT_NULL	["canonical_assignment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	28335004344984d55ea9f34cdc3b6572a03a00067f888447ab1234b3c5453168	28335004344984d55ea9f34cdc3b6572a03a00067f888447ab1234b3c5453168	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_identity_resolution|NOT_NULL|legacy_identity_resolution_id:NOT_NULL	provenance	assignment_identity_resolution	NOT_NULL	legacy_identity_resolution_id:NOT_NULL	["legacy_identity_resolution_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	1876f832931539627ad75d7fa2f68c39e6101c7787d195c75cf46854cb4a8951	1876f832931539627ad75d7fa2f68c39e6101c7787d195c75cf46854cb4a8951	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_identity_resolution|PRIMARY_KEY|assignment_identity_resolution_pkey	provenance	assignment_identity_resolution	PRIMARY_KEY	assignment_identity_resolution_pkey	["canonical_assignment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e01a4908467fd6191e2a0f39b861da310e6943c3eee36f6d0fa3c1f8e9382c52	e01a4908467fd6191e2a0f39b861da310e6943c3eee36f6d0fa3c1f8e9382c52	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_identity_resolution|ROW_TRIGGER|assignment_identity_append_only	provenance	assignment_identity_resolution	ROW_TRIGGER	assignment_identity_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	a756c983345e97bb52bda3ad7cd8954c99094b34a89ca14a98af10b574ba0dc6	a756c983345e97bb52bda3ad7cd8954c99094b34a89ca14a98af10b574ba0dc6	true	\N	APPEND_ONLY	[]	PASS
provenance|assignment_identity_resolution|UNIQUE_CONSTRAINT|assignment_identity_resolutio_legacy_identity_resolution_id_key	provenance	assignment_identity_resolution	UNIQUE_CONSTRAINT	assignment_identity_resolutio_legacy_identity_resolution_id_key	["legacy_identity_resolution_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	04989c541bce1a71fcf45206c2dc6971207255a21d36c2127dc402f401db3a13	04989c541bce1a71fcf45206c2dc6971207255a21d36c2127dc402f401db3a13	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_object_agent_credit|CHECK|assignment_object_agent_credit_credit_role_check	provenance	assignment_object_agent_credit	CHECK	assignment_object_agent_credit_credit_role_check	["credit_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	CHECK (btrim(credit_role) <> ''::text)	f429f862001c440239f8a8ed520a9ad7ffdff124f548be479e91d320f60117ee	f429f862001c440239f8a8ed520a9ad7ffdff124f548be479e91d320f60117ee	true	\N	CLOSED_SUBTYPE	[]	PASS
