surface_id,capture_id,year,period_band,region,theme,source_family,source_name,title,image_state,recommended_next_action,calibrated_action,calibration_status,calibration_confidence,calibration_reason,role_family,source_text_chars,overall_research_anchor_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,editorial_need_score,risk_flags,positive_flags
SURF-DNZ1970R031-GROUP,DNZ1970R031-GROUP,1905,pre_1930,Oceania and Pacific,Midcentury modern graphic communication,DigitalNZ,DigitalNZ,"Untitled Illustration grouped records, 1903-1905",IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,188,33,33,65,50,20,0,50,,
SURF-CCT2026R03478,CCT2026R03478,1930,pre_1930,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Australian Poster(GN12058).jpg / page 86448698,Australian Poster(GN12058).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,257,44,25,47,66,78,8,34,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R00910,CAW2026R00910,1902,pre_1930,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Krivicna kronika 08.jpg / page 119136622,Krivicna kronika 08.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,238,49,23,47,64,95,8,36,commons_file_source,advertisement; advertising; design; graphic; magazine; visual communication
SURF-CAW2026R00067,CAW2026R00067,1830,pre_1930,Seychelles,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Marianne North (1830-1890) - The Asoka - MN312 - Marianne North Gallery.jpg / page 164744197,Marianne North (1830-1890) - The Asoka - MN312 - Marianne North Gallery.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,195,45,19,47,61,78,8,39,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R01468,CAW2026R01468,1920,pre_1930,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster of Shakuntala (1920 film).jpg / page 145889404,Poster of Shakuntala (1920 film).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,166,44,16,47,58,90,8,42,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R00866,CAW2026R00866,1900,pre_1930,Southeast Asia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Collectie NMvWereldculturen, TM-6477-42, Etiketten van luciferdoosjes, 1900-1949.jpg / page 94209328","Collectie NMvWereldculturen, TM-6477-42, Etiketten van luciferdoosjes, 1900-1949.jpg",IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,accepted_for_preview,medium,Relation density and source depth support sub-sheet treatment.,sub_under_packet,704,63,80,47,100,78,8,0,commons_file_source,design; graphic; packaging; visual communication
SURF-GA1970R042,GA1970R042,1923,pre_1930,Western and Central Europe,Midcentury modern graphic communication,Gallica / BnF APIs,Gallica / BnF APIs,"Les noces Wesele, libre réalisation en trois phases du drame de Stanislas Wyspianski... Art et Action donnera sa 92e séance le dimanche 4 novembre 1923 en son studio... : [affiche] / [non signé] ; bois gravé non signé",IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,151,34,30,47,57,32,0,43,,catalogue
SURF-CAW2026R01143,CAW2026R01143,1913,pre_1930,Western and Central Europe,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Matadi harbour and station, work by Alfred Bastien, 1913, Prints Department of the Royal Library of Belgium (KBR), S.I 24229.jpeg / page 181753792","Matadi harbour and station, work by Alfred Bastien, 1913, Prints Department of the Royal Library of Belgium (KBR), S.I 24229.jpeg",IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,accepted_for_preview,medium,Relation density and source depth support sub-sheet treatment.,sub_under_packet,401,53,55,47,78,78,8,22,commons_file_source,design; graphic; packaging; visual communication
SURF-CRB2026V2R0001,CRB2026V2R0001,1950,1930_1970,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Kwame Nkrumah-TIME-1953.jpg / page 73222259,Kwame Nkrumah-TIME-1953.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,607,55,70,10,95,78,8,5,commons_file_source,design; graphic; magazine; visual communication
SURF-CAW2026R02622,CAW2026R02622,1963,1930_1970,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Albania Fortepan 28340.jpg / page 49821592,Albania Fortepan 28340.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,645,58,74,0,98,78,8,2,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R02302,CAW2026R02302,1950,1930_1970,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Živio 8. mart dan žena (poster).jpg / page 163490511,Živio 8. mart dan žena (poster).jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,598,56,59,15,94,78,8,6,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R02661,CAW2026R02661,1965,1930_1970,Cameroon,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / COLLECTIE TROPENMUSEUM Mensen wachten in de rij voor het stembureau tijdens de presidentsverkiezingen in Kameroen TMnr 20014256.jpg / page 20356819,COLLECTIE TROPENMUSEUM Mensen wachten in de rij voor het stembureau tijdens de presidentsverkiezingen in Kameroen TMnr 20014256.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,547,59,69,17,90,78,8,10,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R02207,CAW2026R02207,1947,1930_1970,East Asia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Western Electric advertisement, featuring radio station KOMA in Oklahoma City (1947).jpg / page 117891834","Western Electric advertisement, featuring radio station KOMA in Oklahoma City (1947).jpg",IMG03,keep_main_add_text,keep_main_add_text,accepted_for_method,medium,Main status may be plausible if reviewed editorial text adds real research value.,main_anchor_needs_text,420,55,42,35,80,95,8,20,commons_file_source,advertisement; advertising; design; graphic; magazine; visual communication
SURF-CRB2026V2R0353,CRB2026V2R0353,1939,1930_1970,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Swastica Fortepan 28732.jpg / page 49843594,Swastica Fortepan 28732.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,602,57,70,15,95,90,8,5,commons_file_source,advertising; design; graphic; poster; visual communication
SURF-CPB2026R0002,CPB2026R0002,1935,1930_1970,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / 1935 As Pupilas do Senhor Reitor Perdigao Queiroga.jpg / page 112380707,1935 As Pupilas do Senhor Reitor Perdigao Queiroga.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,526,55,52,35,88,90,8,12,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-SBC1970R0018,SBC1970R0018,1970,1930_1970,Latin America and the Caribbean,Corporate identity and design systems,Los Angeles Public Library Tessa / CONTENTdm,Los Angeles Public Library Tessa / CONTENTdm,African Heritage Festival,IMG02,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,959,59,95,0,100,74,0,0,,design; exhibition; graphic; identity; poster
SURF-CGS2026R1196,CGS2026R1196,1944,1930_1970,Latin America and the Caribbean,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons file source / National Fossil Day 2018 artwork.png / page 110122863,National Fossil Day 2018 artwork.png,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,1049,57,80,12,100,90,28,0,non_design_drift:fossil; commons_file_source,design; graphic; logo; poster; visual communication
SURF-CCT2026R02687,CCT2026R02687,1965,1930_1970,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / سه تا نخاله.jpg / page 130887460,سه تا نخاله.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,503,55,50,35,86,95,8,14,commons_file_source,campaign; design; film poster; graphic; poster; visual communication
SURF-CRG2026R1408,CRG2026R1408,1951,1930_1970,North America,Travel and transport poster culture,Wikimedia Commons,Wikimedia Commons file source / 1951 SS United States Travel Poster by Lester Thomas Beall (1).jpg / page 146357322,1951 SS United States Travel Poster by Lester Thomas Beall (1).jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,523,55,52,22,88,90,8,12,commons_file_source,design; graphic; identity; poster; visual communication
SURF-DNZPOSTR009,DNZPOSTR009,1955,1930_1970,Oceania and Pacific,Travel and transport poster culture,DigitalNZ,DigitalNZ,Advertising poster for Tasman Empire Airways,IMG02,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,622,57,87,0,96,79,0,4,,advertising; commercial art; design; graphic; identity; poster
SURF-CCT2026R03501,CCT2026R03501,1947,1930_1970,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Lady-in-the-Lake-poster-Australia.jpg / page 93737791,Lady-in-the-Lake-poster-Australia.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,742,58,80,5,100,90,8,0,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CCT2026R01730,CCT2026R01730,1960,1930_1970,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / TOM & JERRY NAJBOLJI PRIJATELJI STARI PLAKAT.webp / page 185919635,TOM & JERRY NAJBOLJI PRIJATELJI STARI PLAKAT.webp,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,647,59,74,10,98,90,8,2,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R02736,CAW2026R02736,1967,1930_1970,Solomon Islands,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Solomon Burke (1967).png / page 26964616,Solomon Burke (1967).png,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,508,55,50,5,87,90,8,13,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CCT2026R03673,CCT2026R03673,1937,1930_1970,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Ambikapathy 1937 poster.jpg / page 33885536,Ambikapathy 1937 poster.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,533,56,53,35,89,90,8,11,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R01707,CAW2026R01707,1931,1930_1970,Southeast Asia,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons file source / Phorocardius magnus (10.3897-zookeys.993.53805) Figure 8.jpg / page 117984307,Phorocardius magnus (10.3897-zookeys.993.53805) Figure 8.jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,1068,55,80,0,100,90,28,0,non_design_drift:specimen; commons_file_source,design; graphic; identity; typography; visual communication
SURF-CAW2026R02142,CAW2026R02142,1943,1930_1970,Tunisia,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / We Have Just Begun to Fight! - DPLA - 12d4fbc095ca96720b96f1559efc8cc1.jpg / page 156152980,We Have Just Begun to Fight! - DPLA - 12d4fbc095ca96720b96f1559efc8cc1.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,638,59,73,5,98,78,8,2,commons_file_source,design; graphic; poster; visual communication
SURF-IR1970R061,IR1970R061,1962,1930_1970,Unresolved region,Public health and social communication,Wellcome Collection,Wellcome Collection Catalogue API,Diaphragms/caps,IMG02,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,632,59,88,5,97,62,0,3,,catalogue; design; graphic; poster
SURF-CAW2026R02325,CAW2026R02325,1951,1930_1970,Western and Central Europe,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons file source / Neonauclea foveolata Capuron (P00553250).jpg / page 139777086,Neonauclea foveolata Capuron (P00553250).jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,778,55,80,0,100,90,28,0,non_design_drift:specimen; commons_file_source,design; graphic; identity; typography; visual communication
SURF-CAW2026R02572,CAW2026R02572,1960,1930_1970,Zambia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Tarbuttite-261732.jpg / page 10169431,Tarbuttite-261732.jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,1020,58,80,5,100,78,28,0,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R03395,CAW2026R03395,1999,1970_2000,Africa,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons file source / Andyrobertsite-Calcioandyrobertsite-117541.jpg / page 10138821,Andyrobertsite-Calcioandyrobertsite-117541.jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,1602,58,80,0,100,90,28,0,non_design_drift:specimen; commons_file_source,design; graphic; identity; typography; visual communication
SURF-CAW2026R02913,CAW2026R02913,1976,1970_2000,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / The Digital Group Cassette Storage System - Jul 1976 Byte advert.jpg / page 104841145,The Digital Group Cassette Storage System - Jul 1976 Byte advert.jpg,IMG03,keep_main_add_text,keep_main_add_text,accepted_for_method,medium,Main status may be plausible if reviewed editorial text adds real research value.,main_anchor_needs_text,382,55,38,37,76,95,8,24,commons_file_source,advertisement; advertising; design; graphic; magazine; visual communication
SURF-CCT2026R01598,CCT2026R01598,2000,1970_2000,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / PL Świąteczna przygoda A Very Christmas Story Dariusz Zawislak.jpg / page 6494639,PL Świąteczna przygoda A Very Christmas Story Dariusz Zawislak.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,643,57,74,0,98,90,8,2,commons_file_source,design; film poster; graphic; poster; visual communication
