category,macro,country,object_term,depth,status,added,failures_delta,rejects_delta,rows_after,elapsed_seconds
"Category:Sheets of stamps of Ukraine, 1997",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,3,3833,10782.2
"Category:Sheets of stamps of Ukraine, 1998",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,7,3833,10784.2
"Category:Sheets of stamps of Ukraine, 1999",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,5,3833,10785.7
"Category:Sheets of stamps of Ukraine, 2002",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,2,0,3833,10819.4
"Category:Sheets of stamps of Ukraine, 2003",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,1,8,3833,10837.6
"Category:Sheets of stamps of Ukraine, 2004",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,3,3833,10839.3
"Category:Sheets of stamps of Ukraine, 2005",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,2,3833,10840.9
"Category:Sheets of stamps of Ukraine, 2006",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,24,3833,10843.8
"Category:Sheets of stamps of Ukraine, 2007",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,13,3833,10845.9
"Category:Sheets of stamps of Ukraine, 2008",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,1,0,3833,10863.5
"Category:Sheets of stamps of Ukraine, 2009",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,1,13,3833,10898.8
"Category:Sheets of stamps of Ukraine, 2010",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,19,3833,10901.5
"Category:Sheets of stamps of Ukraine, 2011",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,19,3833,10904.2
"Category:Sheets of stamps of Ukraine, 2012",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,30,3833,10907.4
"Category:Sheets of stamps of Ukraine, 2013",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,3,3833,10909.0
"Category:Sheets of stamps of Ukraine, 2014",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,1,0,3833,10926.5
"Category:Sheets of stamps of Ukraine, 2015",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,1,5,3833,10960.5
"Category:Sheets of stamps of Ukraine, 2016",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,22,3833,10964.1
"Category:Sheets of stamps of Ukraine, 2017",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,1,3833,10965.7
"Category:Sheets of stamps of Ukraine, 2018",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,7,3833,10967.7
"Category:Sheets of stamps of Ukraine, 2019",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,11,3833,10970.3
"Category:Sheets of stamps of Ukraine, 2020",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,1,0,3833,10987.7
"Category:Sheets of stamps of Ukraine, 2021",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,1,2,3833,11021.5
"Category:Sheets of stamps of Ukraine, 2022",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,22,3833,11024.2
"Category:Sheets of stamps of Ukraine, 2023",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,10,3833,11026.6
"Category:Sheets of stamps of Ukraine, 2024",Eastern Europe / Caucasus,Ukraine,postage stamp,3,completed,0,0,2,3833,11028.4
Category:2021 postage stamp sheets of Uzbekistan,Central Asia,Uzbekistan,postage stamp,3,completed,0,0,1,3833,11029.9
Category:Meter stamps of Brazil by state,Latin America / Caribbean,Brazil,postage stamp,3,completed,0,1,0,3833,11047.5
Category:Meter stamps of Hong Kong,East Asia,Hong Kong,postage stamp,3,completed,0,1,50,3833,11084.2
Category:Stamps of the Philippines with charity surcharge for support of the combating of tuberculosis,Southeast Asia,Philippines,postage stamp,3,completed,8,0,1,3841,11086.7
Category:Aircraft on stamps of Algeria,Africa,Algeria,postage stamp,3,completed,6,0,19,3847,11090.3
Category:Ancient Roman mosaics on Algerian stamps,Africa,Algeria,postage stamp,3,completed,2,0,0,3849,11092.6
Category:Animals on stamps of Algeria,Africa,Algeria,postage stamp,3,completed,6,0,3,3855,11095.6
Category:Plants on stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,1,0,3855,11113.4
Category:Ships on stamps of Algeria,Africa,Algeria,postage stamp,3,completed,10,1,15,3865,11149.5
Category:1916 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,2,0,0,3867,11151.7
Category:1918 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,3,0,0,3870,11153.7
Category:1920 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,2,0,0,3872,11156.0
Category:1921 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,3,0,0,3875,11158.1
Category:1924 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,1,0,3875,11176.0
Category:1925 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,4,1,9,3879,11200.8
Category:1926 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,50,3879,11206.2
Category:1927 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,50,3879,11211.5
Category:1928 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,2,3879,11213.5
Category:1929 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,2,3879,11215.4
Category:1930 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,1,0,3879,11233.1
Category:1931 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,2,1,0,3881,11267.3
Category:1932 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,1,0,0,3882,11269.1
Category:1937 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,5,0,4,3917,11277.6
Category:1938 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,11,0,1,3928,11281.0
Category:1939 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,1,0,3928,11298.6
Category:1940 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,7,1,1,3935,11323.1
Category:1941 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,8,0,1,3943,11326.5
Category:1943 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,12,0,2,3993,11334.5
Category:1944 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,28,0,1,4021,11339.0
Category:1945 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,1,0,4021,11356.8
Category:1946 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,6,1,15,4027,11381.6
Category:1947 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,42,4027,11387.4
Category:1948 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,9,4027,11390.2
Category:1949 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,14,4027,11393.4
Category:1950 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,11,4027,11396.3
Category:1951 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,1,0,4027,11413.9
Category:1952 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,1,21,4027,11439.3
Category:1953 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,3,4027,11441.4
Category:1954 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,30,4027,11445.5
Category:1955 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,12,4027,11448.4
Category:1956 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,0,9,4027,11451.0
Category:1957 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,1,0,4027,11468.5
Category:1958 stamps of Algeria,Africa,Algeria,postage stamp,3,completed,0,1,9,4027,11503.5
Category:1860s postage stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,4,4027,11505.0
Category:1870s postage stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,5,4027,11507.0
Category:1880s postage stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,2,4027,11508.7
Category:1890s postage stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,3,4027,11510.2
Category:1930s postage stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,1,0,4027,11527.8
Category:1950s postage stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,1,5,4027,11561.8
Category:1960s postage stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,2,4027,11563.4
Category:1970s postage stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,2,4027,11564.9
Category:Coats of arms of Argentina on stamps,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,2,4027,11566.4
Category:Flags of Argentina on stamps,Latin America / Caribbean,Argentina,postage stamp,3,completed,3,0,26,4030,11571.3
Category:Maps of Argentina on stamps,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,1,0,4030,11589.1
Category:People of Argentina on stamps,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,1,7,4030,11623.8
Category:Sports on stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,0,4030,11626.5
Category:1850s stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,0,4030,11627.9
Category:1860s stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,0,4030,11629.4
Category:1880s stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,0,4030,11631.1
Category:1930s stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,1,0,4030,11648.7
Category:1940s stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,1,2,4030,11682.6
Category:1950s stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,0,4030,11684.2
Category:19th-century stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,0,4030,11685.7
Category:20th-century stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,0,4030,11687.2
Category:Animals on stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,2,4030,11688.7
Category:1856 stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,1,0,4030,11706.4
Category:1858 stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,1,1,4030,11740.3
Category:1860 stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,0,4030,11741.9
Category:1862 stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,1,4030,11743.4
Category:1863 stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,1,4030,11745.0
Category:1882 stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,0,0,4030,11746.6
Category:1959 stamps of Argentina,Latin America / Caribbean,Argentina,postage stamp,3,completed,0,1,0,4030,11764.2
Category:19th-century stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,0,4030,11798.0
Category:20th-century stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,0,4030,11799.5
Category:21st-century stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,0,4030,11801.1
Category:Stamps of Azerbaijan to be categorised by subject,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,3,4030,11802.7
Category:Animals on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,40,4030,11806.3
Category:Bridges on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,0,4030,11824.1
Category:Chess on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,22,4030,11859.3
Category:Fairy tales on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,9,4030,11861.4
Category:Fruit on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,7,4030,11863.8
Category:Holidays on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,4,4030,11865.5
Category:Lighthouses on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,21,4030,11868.6
Category:Minerals on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,0,4030,11886.1
Category:Nowruz on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,30,4030,11921.8
Category:Objects on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,0,4030,11923.3
Category:Overprints on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,50,4030,11927.1
Category:Paintings on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,16,4030,11931.1
Category:People on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,4,4030,11932.7
Category:Plants on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,0,4030,11950.3
Category:Post horns on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,15,4030,11984.9
Category:Religion on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,4,4030,11986.6
Category:Sports on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,44,4030,11990.1
Category:Toys on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,9,4030,11992.0
Category:Transport on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,5,4030,11993.6
Category:Women on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,0,4030,12011.2
Category:Zodiac on stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,43,4030,12047.7
Category:1895 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,1,4030,12049.1
Category:1919 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,17,4030,12051.5
Category:1920 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,13,4030,12053.6
Category:1921 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,21,4030,12056.2
Category:1922 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,0,4030,12073.9
Category:1923 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,4,4030,12097.3
Category:1992 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,32,4030,12100.0
Category:1993 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,49,4030,12104.9
Category:1994 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,50,4030,12109.3
Category:1995 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,50,4030,12113.0
Category:1996 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,0,4030,12130.7
Category:1997 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,50,4030,12167.1
Category:1998 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,50,4030,12170.9
Category:1999 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,50,4030,12174.1
Category:2000 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,50,4030,12177.4
Category:2001 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,50,4030,12181.6
Category:2002 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,0,4030,12199.3
Category:2003 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,49,4030,12224.7
Category:2004 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,44,4030,12228.6
Category:2005 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,49,4030,12232.1
Category:2006 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,49,4030,12236.6
Category:2007 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,0,49,4030,12241.3
Category:2008 stamps of Azerbaijan,Eastern Europe / Caucasus,Azerbaijan,postage stamp,3,completed,0,1,0,4030,12258.7
