surface_id,capture_id,packet_id,current_publication_role,current_surface_type,recommended_role,recommendation_confidence,recommendation_reason,anchor_score,relation_density,title,year,region,theme,medium,movement,source_name,image_state,source_reading_text_length,reading_text_length,completeness_score
SURF-CGS2026R0936,CGS2026R0936,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 31, Ed. 1 Wednesday, September 9, 1846 - DPLA - 30191beb3a4afb843adcc2ad33885418 (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 31, Ed. 1 Wednesday, September 9, 1846 - DPLA - 30191beb3a4afb843adcc2ad33885418 (page 3).jpg / page 100195052",IMG03,1355,2695,97
SURF-CGS2026R0937,CGS2026R0937,PKT00115,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,72,4,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 1).jpg / page 100722834",IMG03,1358,3150,97
SURF-CGS2026R0938,CGS2026R0938,PKT00115,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,72,4,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 3).jpg / page 100722854",IMG03,1358,2698,97
SURF-CGS2026R0939,CGS2026R0939,PKT00115,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,72,4,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 5).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 5).jpg / page 100722878",IMG03,1358,3155,97
SURF-CGS2026R0940,CGS2026R0940,PKT00115,main_sheet,sheet,main_sheet_anchor_candidate,high,Best-ranked packet anchor with relation density.,72,4,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 6).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 6).jpg / page 100722888",IMG03,1358,3155,97
SURF-CGS2026R0941,CGS2026R0941,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 33, Ed. 1 Wednesday, September 16, 1846 - DPLA - afa3420cb7ee4a90dcdc2b98e0120675 (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 33, Ed. 1 Wednesday, September 16, 1846 - DPLA - afa3420cb7ee4a90dcdc2b98e0120675 (page 1).jpg / page 101069516",IMG03,1357,2698,97
SURF-CGS2026R0942,CGS2026R0942,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 33, Ed. 1 Wednesday, September 16, 1846 - DPLA - afa3420cb7ee4a90dcdc2b98e0120675 (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 33, Ed. 1 Wednesday, September 16, 1846 - DPLA - afa3420cb7ee4a90dcdc2b98e0120675 (page 2).jpg / page 101069523",IMG03,1357,3153,97
SURF-CGS2026R0943,CGS2026R0943,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 34, Ed. 1 Saturday, September 19, 1846 - DPLA - baea3409997e8544468dc166110c2eac (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 34, Ed. 1 Saturday, September 19, 1846 - DPLA - baea3409997e8544468dc166110c2eac (page 2).jpg / page 97635289",IMG03,1595,2677,97
SURF-CGS2026R0944,CGS2026R0944,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 35, Ed. 1 Wednesday, September 23, 1846 - DPLA - a25099e3995a82feac5d2eec5ec8cfcc (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 35, Ed. 1 Wednesday, September 23, 1846 - DPLA - a25099e3995a82feac5d2eec5ec8cfcc (page 1).jpg / page 100158060",IMG03,1357,3158,97
SURF-CGS2026R0945,CGS2026R0945,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 36, Ed. 1 Saturday, September 26, 1846 - DPLA - 9013e0288e7ace38f116d05859562b6e (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 36, Ed. 1 Saturday, September 26, 1846 - DPLA - 9013e0288e7ace38f116d05859562b6e (page 1).jpg / page 100483718",IMG03,1356,2695,97
SURF-CGS2026R0946,CGS2026R0946,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 3).jpg / page 100350918",IMG03,1350,3146,97
SURF-CGS2026R0947,CGS2026R0947,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 4).jpg / page 100350921",IMG03,1350,3147,97
SURF-CGS2026R0948,CGS2026R0948,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Tuesday, September 29, 1846 - DPLA - 3aca2ab93ccf22b99bf4032ee469df93 (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Tuesday, September 29, 1846 - DPLA - 3aca2ab93ccf22b99bf4032ee469df93 (page 2).jpg / page 100243321",IMG03,1353,3146,97
SURF-CGS2026R0949,CGS2026R0949,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 38, Ed. 1 Sunday, October 4, 1846 - DPLA - 96673017bdd556786581a4ad3c2903b1 (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 38, Ed. 1 Sunday, October 4, 1846 - DPLA - 96673017bdd556786581a4ad3c2903b1 (page 3).jpg / page 97616321",IMG03,1348,3146,97
SURF-CGS2026R0950,CGS2026R0950,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 39, Ed. 1 Wednesday, October 7, 1846 - DPLA - bd410de780faadf2284bfae26fe17f64 (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 39, Ed. 1 Wednesday, October 7, 1846 - DPLA - bd410de780faadf2284bfae26fe17f64 (page 4).jpg / page 100713566",IMG03,1351,3152,97
SURF-CGS2026R0951,CGS2026R0951,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 40, Ed. 1 Saturday, October 10, 1846 - DPLA - 83214294aebb3cb05d0639c1ad294888 (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 40, Ed. 1 Saturday, October 10, 1846 - DPLA - 83214294aebb3cb05d0639c1ad294888 (page 4).jpg / page 100409277",IMG03,1352,3150,97
SURF-CGS2026R0952,CGS2026R0952,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 2).jpg / page 100354317",IMG03,1353,3153,97
SURF-CGS2026R0953,CGS2026R0953,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 4).jpg / page 100354325",IMG03,1353,3150,97
SURF-CGS2026R0954,CGS2026R0954,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 45, Ed. 1 Wednesday, October 28, 1846 - DPLA - 578cb9977ed95021a2a7da8612a24e1a (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 45, Ed. 1 Wednesday, October 28, 1846 - DPLA - 578cb9977ed95021a2a7da8612a24e1a (page 1).jpg / page 100708839",IMG03,1353,3144,97
SURF-CGS2026R0955,CGS2026R0955,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 46, Ed. 1 Saturday, October 31, 1846 - DPLA - f863cf3e9c56f7689f8da3469c882807 (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 46, Ed. 1 Saturday, October 31, 1846 - DPLA - f863cf3e9c56f7689f8da3469c882807 (page 2).jpg / page 100429090",IMG03,1352,3150,97
SURF-CGS2026R0956,CGS2026R0956,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 49, Ed. 1 Wednesday, November 11, 1846 - DPLA - 9f3c8646383ab204221ba4cab56f5bc2 (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 49, Ed. 1 Wednesday, November 11, 1846 - DPLA - 9f3c8646383ab204221ba4cab56f5bc2 (page 3).jpg / page 100997148",IMG03,1355,2695,97
SURF-CGS2026R0957,CGS2026R0957,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 49, Ed. 1 Wednesday, November 11, 1846 - DPLA - 9f3c8646383ab204221ba4cab56f5bc2 (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 49, Ed. 1 Wednesday, November 11, 1846 - DPLA - 9f3c8646383ab204221ba4cab56f5bc2 (page 4).jpg / page 100997156",IMG03,1355,3154,97
SURF-CGS2026R0958,CGS2026R0958,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 53, Ed. 1 Wednesday, November 25, 1846 - DPLA - a5ee297a49b8b134eece980f39f65cd8 (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 53, Ed. 1 Wednesday, November 25, 1846 - DPLA - a5ee297a49b8b134eece980f39f65cd8 (page 4).jpg / page 99992185",IMG03,1355,2695,97
SURF-CGS2026R0959,CGS2026R0959,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 54, Ed. 1 Saturday, November 28, 1846 - DPLA - f00d61fcfe59be82cd85484557d3550a (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 54, Ed. 1 Saturday, November 28, 1846 - DPLA - f00d61fcfe59be82cd85484557d3550a (page 2).jpg / page 100296393",IMG03,1354,3154,97
SURF-CGS2026R0960,CGS2026R0960,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 56, Ed. 1 Saturday, December 5, 1846 - DPLA - 3c5ef2dd1c989885286d9018bfb6cb38 (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 56, Ed. 1 Saturday, December 5, 1846 - DPLA - 3c5ef2dd1c989885286d9018bfb6cb38 (page 1).jpg / page 97718182",IMG03,1352,3150,97
SURF-CGS2026R0961,CGS2026R0961,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 60, Ed. 1 Saturday, December 19, 1846 - DPLA - 9bf3a5283d32672b9ff6b98715a3b8b5 (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 60, Ed. 1 Saturday, December 19, 1846 - DPLA - 9bf3a5283d32672b9ff6b98715a3b8b5 (page 3).jpg / page 100822498",IMG03,1354,3155,97
SURF-CGS2026R0962,CGS2026R0962,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 62, Ed. 1 Saturday, December 26, 1846 - DPLA - 76a7136ee102dea3ac76ee203f62785c (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 62, Ed. 1 Saturday, December 26, 1846 - DPLA - 76a7136ee102dea3ac76ee203f62785c (page 1).jpg / page 97805896",IMG03,1354,3149,97
SURF-CGS2026R0963,CGS2026R0963,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 62, Ed. 1 Saturday, December 26, 1846 - DPLA - 76a7136ee102dea3ac76ee203f62785c (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 62, Ed. 1 Saturday, December 26, 1846 - DPLA - 76a7136ee102dea3ac76ee203f62785c (page 2).jpg / page 97805898",IMG03,1354,3152,97
