rank,object_key,surface_id,source_name,title,region_group,period_band,best_image_state,rights_reviewed,source_visible_gap,verified_open_gap,weighted_gap_points,repair_family,required_evidence,automatic_upgrade_allowed,source_url,rights_label,image_license_label
490,url:https://www.sucre-sucre.gov.co/,SURF-NMIIC2026R0530,Biblioteca Pública Municipal Mamá Yeya,Alcaldía Municipal de Sucre en Sucre,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.sucre-sucre.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
491,url:https://www.maicao-laguajira.gov.co/,SURF-NMIIC2026R0532,Biblioteca Pública Municipal Miguel Ángel López Hernández,Alcaldía Municipal de Maicao en La Guajira,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.maicao-laguajira.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
492,url:https://palmira.gov.co/,SURF-NMIIC2026R0281,Biblioteca Pública Municipal Milcíades Mariela Del Nilo,Inicio - Alcaldía de Palmira,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://palmira.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
493,url:https://www.busbanza-boyaca.gov.co/,SURF-NMIIC2026R0533,Biblioteca Pública Municipal Monseñor José Joaquin Salcedo Guarin,Alcaldía Municipal de Busbanzá Boyacá,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.busbanza-boyaca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
494,url:https://www.tibu-nortedesantander.gov.co/,SURF-NMIIC2026R0531,Biblioteca Pública Municipal Monseñor Juan José Díaz Plata,Alcaldía Municipal de Tibú en Norte de Santander,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.tibu-nortedesantander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
495,url:https://www.combita-boyaca.gov.co/,SURF-NMIIC2026R0534,Biblioteca Pública Municipal Pedro Medina Avendaño,Alcaldía Municipal de Cómbita,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.combita-boyaca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
496,url:https://www.viani-cundinamarca.gov.co/,SURF-NMIIC2026R0537,Biblioteca Pública Municipal Placido Hernández,Alcaldía Municipal de Vianí,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.viani-cundinamarca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
497,url:https://www.facebook.com/bibliotecaprado.matachin,SURF-NMIIC2026R0050,Biblioteca Pública Municipal Prado Tolima,"Bibliotecaprado Matachin (@bibliotecaprado.matachin) • Facebook, Connect with friends",Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.facebook.com/bibliotecaprado.matachin?_rdc=1&_rdr,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
498,url:https://www.jesusmaria-santander.gov.co/,SURF-NMIIC2026R0540,Biblioteca Pública Municipal Rafael Antonio Ariza Ariza,Alcaldía de Jesús María en Santander,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.jesusmaria-santander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
499,url:https://www.puertowilches-santander.gov.co/,SURF-NMIIC2026R0539,Biblioteca Pública Municipal Salón Wilches,Alcaldía Municipal de Puerto Wilches en Santander,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.puertowilches-santander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
500,url:https://www.clemencia-bolivar.gov.co/,SURF-NMIIC2026R0536,Biblioteca Pública Municipal Samuel Coneo Ayola,Alcaldía Municipal de Clemencia-Bolívar,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.clemencia-bolivar.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
501,url:https://www.sancayetano-cundinamarca.gov.co/,SURF-NMIIC2026R0535,Biblioteca Pública Municipal San Cayetano,Alcaldía Municipal de San Cayetano en Cundinamarca,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.sancayetano-cundinamarca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
502,url:https://www.motavita-boyaca.gov.co/,SURF-NMIIC2026R0538,Biblioteca Pública Municipal Santa Ana,Alcaldía Municipal de Motavita en Boyacá,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.motavita-boyaca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
503,url:https://www.facebook.com/senderosdel.saber.5,SURF-NMIIC2026R0049,Biblioteca Pública Municipal Senderos del Saber,"Senderos del Saber (@senderosdel.saber.5) • Facebook, Connect with friends",Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.facebook.com/senderosdel.saber.5?fref=,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
504,url:https://www.togui-boyaca.gov.co/,SURF-NMIIC2026R0542,Biblioteca Pública Municipal Tiberio Venegas Pinzón,Alcaldía Municipal de Togüí en Boyacá,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.togui-boyaca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
505,url:https://www.tinjaca-boyaca.gov.co/,SURF-NMIIC2026R0543,Biblioteca Pública Municipal Tulio Manuel Castro Gil,Alcaldía de Tinjacá en Boyacá,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.tinjaca-boyaca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
506,url:https://www.buesaco-narino.gov.co/,SURF-NMIIC2026R0541,Biblioteca Pública Municipal de Buesaco,Alcaldía Municipal de Buesaco en Nariño,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.buesaco-narino.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
507,url:https://www.lasalina-casanare.gov.co/,SURF-NMIIC2026R0545,Biblioteca Pública Municipal de La Salina,Alcaldía Municipal de La Salina Casanare,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.lasalina-casanare.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
508,url:https://www.facebook.com/BibliotecaPublicaMacanal,SURF-NMIIC2026R0051,Biblioteca Pública Municipal de Macanal,Biblioteca Pública Municipal Raúl Rodríguez Perilla | Macanal,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.facebook.com/BibliotecaPublicaMacanal/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
509,url:https://es-la.facebook.com/biblioteca.malambo,SURF-NMIIC2026R0053,"Biblioteca Pública Municipal de Malambo ""Pedro Dionicio Narvaez Miranda""","Pedro Dionisio Narváez Miranda (@biblioteca.malambo) • Facebook, Connect with friends",Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://es-la.facebook.com/biblioteca.malambo,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
510,url:https://www.manati-atlantico.gov.co/,SURF-NMIIC2026R0546,Biblioteca Pública Municipal de Manatí,"Alcaldía Municipal de Manatí, Atlántico",Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.manati-atlantico.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
511,url:https://www.mutata-antioquia.gov.co/,SURF-NMIIC2026R0547,Biblioteca Pública Municipal de Mutatá,ALCALDIA DE MUTATÁ ANTIOQUIA,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.mutata-antioquia.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
512,url:https://www.pazderio-boyaca.gov.co/,SURF-NMIIC2026R0544,Biblioteca Pública Municipal de Paz De Rio,Alcaldía Municipal de Paz de Río en Boyacá,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.pazderio-boyaca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
513,url:https://www.facebook.com/kim.brown.73157203,SURF-NMIIC2026R0052,Biblioteca Pública Municipal de Pelaya,"Kim Brown (@kim.brown.73157203) • Facebook, Connect with friends",Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.facebook.com/kim.brown.73157203/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
514,url:https://www.pisba-boyaca.gov.co/,SURF-NMIIC2026R0548,Biblioteca Pública Municipal de Pisba Pilosísima,Alcaldía de Pisba - Boyacá,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.pisba-boyaca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
515,url:https://www.facebook.com/matilde.ponedera.7,SURF-NMIIC2026R0056,Biblioteca Pública Municipal de Ponedera,"Biblio Ponedera (@matilde.ponedera.7) • Facebook, Connect with friends",Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.facebook.com/matilde.ponedera.7,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
