cluster_key,source_family,family_class,region,theme,five_year_bucket,cluster_size,packet_relation_lane,packet_confidence,eligible_rows,anchor_rows,member_or_sub_rows,scope_status,scope_reason,blocking_dimensions,manual_resolution_path,seed_priority,sample_titles
Unresolved region|Travel and transport poster culture|Library of Congress|1880-1884,Library of Congress,library_archive_or_aggregator,Unresolved region,Travel and transport poster culture,1880-1884,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"[Ship at sea, under full sail, with five men in a rowboat under a partially obscured full moon]"
Unresolved region|World War and public-information graphics|Library of Congress|1880-1884,Library of Congress,library_archive_or_aggregator,Unresolved region,World War and public-information graphics,1880-1884,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,[Winter outing with people riding in horse-drawn sleighs across a snow covered landscape toward a church in the distance]
Global / transnational|Midcentury modern graphic communication|Smithsonian|1880-1884,Smithsonian,museum_or_collection_api,Global / transnational,Midcentury modern graphic communication,1880-1884,4,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Advertisement for Hudson Clothier | Advertisement for Patented Medicine | Advertisement for Sewing Equipment | Advertisement for Patented Medicine
Unresolved region|Modern typography and layout|V&A Collections API|1950-1954,V&A Collections API,other_non_commons,Unresolved region,Modern typography and layout,1950-1954,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Norway: the Cradle of Skiing
Unresolved region|Midcentury modern graphic communication|Wellcome Collection|1930-1934,Wellcome Collection,museum_or_collection_api,Unresolved region,Midcentury modern graphic communication,1930-1934,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"A man happy to be returning to the factory after being cured of tuberculosis. Colour lithograph after W. Heaslip, 1931."
Unresolved region|Midcentury modern graphic communication|Wellcome Collection|1940-1944,Wellcome Collection,museum_or_collection_api,Unresolved region,Midcentury modern graphic communication,1940-1944,2,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"A tuberculosis stamp showing children singing Christmas carols; advertising the sale of tuberculosis stamps. Colour lithograph (?), 1940. | Ten people at a swimming pool, one of whom will be infected with syphilis before the age of fifty. Lithograph after D. Fellnagel, 1940."
Unresolved region|Midcentury modern graphic communication|Wellcome Collection|1945-1949,Wellcome Collection,museum_or_collection_api,Unresolved region,Midcentury modern graphic communication,1945-1949,2,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"An electric fire protected by a guard, in front of which a little girl reads a picture book and a woman does some knitting. Colour process print after Jake and Joyce Jacobs. | A man and wife and their two children and dog climbing up a grassy knoll as exercise in the fresh air. Colour lithograph by Hulls."
Unresolved region|Midcentury modern graphic communication|Wellcome Collection|1950-1954,Wellcome Collection,museum_or_collection_api,Unresolved region,Midcentury modern graphic communication,1950-1954,2,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"Thoracoplasty and apicolysis for pulmonary tuberculosis. | A rope slung carelessly round the hook of a hoist, not knotted, with a risk of slipping. Colour lithograph after L. Cusden ca. 1940-1950."
Unresolved region|Midcentury modern graphic communication|Wellcome Collection|1965-1969,Wellcome Collection,museum_or_collection_api,Unresolved region,Midcentury modern graphic communication,1965-1969,3,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,General Birth Control information leaflets | Information leaflets | Birth Control after childbirth
Unresolved region|Midcentury modern graphic communication|Wellcome Collection|1970-1974,Wellcome Collection,museum_or_collection_api,Unresolved region,Midcentury modern graphic communication,1970-1974,2,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Pregnant Man poster competition: Winning entries | FPA Publicity leaflet: versions of leaflet and associated paperwork
Unresolved region|Modern typography and layout|Wellcome Collection|1940-1944,Wellcome Collection,museum_or_collection_api,Unresolved region,Modern typography and layout,1940-1944,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Letters between the Central Council for Health Education and J B S Haldane
Unresolved region|Modern typography and layout|Wellcome Collection|1955-1959,Wellcome Collection,museum_or_collection_api,Unresolved region,Modern typography and layout,1955-1959,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Eat more fruit and keep fit / Retail Fruit Trade Federation Ltd.
Unresolved region|Modern typography and layout|Wellcome Collection|1965-1969,Wellcome Collection,museum_or_collection_api,Unresolved region,Modern typography and layout,1965-1969,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Offprints and papers by others
Unresolved region|Public health and social communication|Wellcome Collection|1935-1939,Wellcome Collection,museum_or_collection_api,Unresolved region,Public health and social communication,1935-1939,2,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"Birth Control advertisements 1934-1937 | Publications about the Experiment (not by GSW or IHP, for which see sections D & E respectively)"
Unresolved region|Public health and social communication|Wellcome Collection|1945-1949,Wellcome Collection,museum_or_collection_api,Unresolved region,Public health and social communication,1945-1949,3,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"An old man and a boy taking a shower next to the swimming bath at Stolberg, North Rhine-Westphalia; advertising health benefits of baths and treatments available there for young and old. Colour lithograph after H. Lahaye, 194-. | A young man and young woman who appear to be healthy, but may have latent tuberculosis; representing the need of a checkup for detection of tuberculosis. Colour lithograph by S. Hansen, ca. 1946. | Two men carrying a ladder. Colour lithograph, ca. 1948."
Unresolved region|Public health and social communication|Wellcome Collection|1955-1959,Wellcome Collection,museum_or_collection_api,Unresolved region,Public health and social communication,1955-1959,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"A hand protected by a guard from getting caught in the cogwheels of a machine. Colour lithograph by H. Kominek, ca. 1957."
Unresolved region|Public health and social communication|Wellcome Collection|1960-1964,Wellcome Collection,museum_or_collection_api,Unresolved region,Public health and social communication,1960-1964,2,small_anchor_or_manual,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Diaphragms/caps | Services and products - marketing
Unresolved region|Public health and social communication|Wellcome Collection|1965-1969,Wellcome Collection,museum_or_collection_api,Unresolved region,Public health and social communication,1965-1969,5,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"Speakers' Folder | Correspondence concerning the activities of the Committee on Safety of Drugs (the Dunlop Committee) and the Committee on the Classification of Proprietary Preparations (the Macgregor Committee): with the Ministry of Health, the press and pharmaceutical compani | Correspondence with LJ Witts (Chairman of the Sub-committee on Adverse Reactions of the Committee on Safety of Drugs), C Morgan Hall and others about the possible risks of antidepressant drugs | People on a skiing holiday with safe equipment; promoting use of iron-reinforced safety boots in the industrial workplace. Coloured lithograph by Atelier Börmel, 196- (?). | People on motorbicycles and bicycles, shown against the grid of a radar screen, homing in on the centre, returning home in the traffic; representing the need for safe driving. Colour lithograph by Atelier Börmel, 196-."
Unresolved region|World War and public-information graphics|Wellcome Collection|1950-1954,Wellcome Collection,museum_or_collection_api,Unresolved region,World War and public-information graphics,1950-1954,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,M0013647: Poster warning of health dangers to a child
