candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,period_start,period_end,period_bands,expected_record_types,capture_route,recommended_adapter,recommended_image_policy,text_enrichment_path,rights_posture,risk_notes,priority,inclusion_status,notes,impact_score,impact_rating,impact_basis,new_source_basis
NLCV30102,National Library of Vietnam Digital Library,Southeast Asia,Vietnam,Vietnam,national library digital portal,national,catalog/HTML,https://thuvienquocgia.vn/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; periodicals; posters,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Southeast Asia; class=national library digital portal; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30103,Philippine Archives Collection,Southeast Asia,Philippines,Philippines,archive collection,public,HTML,https://www.archives.gov.ph/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; photographs; ephemera,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Southeast Asia; class=archive collection; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30104,National Library of Malaysia,Southeast Asia,Malaysia,Malaysia,national library,national,catalog/HTML,https://www.pnm.gov.my/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; newspapers; posters,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Southeast Asia; class=national library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30105,National Archives of Malaysia,Southeast Asia,Malaysia,Malaysia,national archive,national,HTML/catalog,https://www.arkib.gov.my/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; posters; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,92,A,"region=Southeast Asia; class=national archive; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30106,Singapore Memory Project,Southeast Asia,Singapore,Singapore,community memory archive,national/community,HTML,https://www.singaporememory.sg/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,ephemera; photographs; public communication; memory records,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,83,A,"region=Southeast Asia; class=community memory archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30107,National Library of Laos,Southeast Asia,Laos,Laos,national library,national,HTML,https://www.nationallibraryoflaos.org/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; public communication; cultural records,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,63,C,"region=Southeast Asia; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30108,National Library of Cambodia,Southeast Asia,Cambodia,Cambodia,national library,national,HTML,https://nlc.gov.kh/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; newspapers; cultural print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,75,B,"region=Southeast Asia; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30109,National Library of Brunei Darussalam,Southeast Asia,Brunei,Brunei,national library,national,HTML/catalog,https://www.library.gov.bn/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; public communication; cultural publications,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,70,B,"region=Southeast Asia; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30110,National Library of Timor-Leste,Southeast Asia,Timor-Leste,Timor-Leste,national library,national,HTML,https://www.mjcc.gov.tl/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; public communication; cultural records,source-level metadata and source-link discovery,manual_source_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,63,C,"region=Southeast Asia; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30111,National Archives of Kazakhstan,Central Asia,Kazakhstan,Kazakhstan,national archive,national,HTML,https://archive.president.kz/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=Central Asia; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30112,National Library of Uzbekistan,Central Asia,Uzbekistan,Uzbekistan,national library,national,catalog/HTML,https://www.natlib.uz/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; periodicals,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Central Asia; class=national library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30113,National Archives of Uzbekistan,Central Asia,Uzbekistan,Uzbekistan,national archive,national,HTML,https://archive.uz/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=Central Asia; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
