validation_sample_id,surface_id,capture_id,sample_target_marker,year,period,region,theme,medium,image_state,source_name,source_family,title,descriptive_unit,recommended_role,parent_candidate,relation_type,text_need_level,blocker_class,review_result,review_confidence,generalizable_rule,method_risk_flags,role_rationale,review_status,reviewer_notes
MSTV0134,SURF-LPC2026R023,LPC2026R023,soft_anchor_review,1993,1990_1999,United States,Travel and transport poster culture,poster / flyer / print / interface image,IMG03,Wikimedia Commons,Wikimedia Commons,"A coffee jug, a fork, the receiving end of a phone, a tab Wellcome L0052393.jpg",image_file_source_witness,main_needs_text,SURF-LPC2026R023,packet_anchor_requires_text,low,none,pass,medium,soft_anchor_with_source_depth_can_be_main_needs_text,commons_file_source; no_subsheet_relation,"Source depth supports anchor potential, but the main claim needs interpretive text.",pending,
MSTV0135,SURF-LPC2026R024,LPC2026R024,soft_anchor_review,1993,1990_1999,United States,Travel and transport poster culture,poster / flyer / print / interface image,IMG03,Wikimedia Commons,Wikimedia Commons,A man in a white shirt puts his hand on the suit of another Wellcome L0052394.jpg,image_file_source_witness,main_needs_text,SURF-LPC2026R024,packet_anchor_requires_text,low,none,pass,medium,soft_anchor_with_source_depth_can_be_main_needs_text,commons_file_source; no_subsheet_relation,"Source depth supports anchor potential, but the main claim needs interpretive text.",pending,
MSTV0136,SURF-CRB2026V3R00499,CRB2026V3R00499,soft_anchor_review,1994,1990_1999,Vietnam,World War and public-information graphics,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / US Navy 030821-N-6236G-001 The book cover art of The U.S. Navy in the Vietnam War, an Illustrated History.jpg / page 8190322",Wikimedia Commons,"US Navy 030821-N-6236G-001 The book cover art of The U.S. Navy in the Vietnam War, an Illustrated History.jpg",image_file_source_witness,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,low,soft_anchor_with_blocker_requires_manual_review,commons_file_source; transnational_region; no_subsheet_relation,"The row may be anchor-worthy, but blocker risk prevents automatic role assignment.",pending,
MSTV0137,SURF-CAW2026R03461,CAW2026R03461,soft_anchor_review,2002,2000_2009,China / Hong Kong,Travel and transport poster culture,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Citybus Hong Kong to Vancouver!.jpg / page 175454615,Wikimedia Commons,Citybus Hong Kong to Vancouver!.jpg,image_file_source_witness,main_needs_text,SURF-CAW2026R03461,packet_anchor_requires_text,low,none,pass,medium,soft_anchor_with_source_depth_can_be_main_needs_text,commons_file_source; no_subsheet_relation,"Source depth supports anchor potential, but the main claim needs interpretive text.",pending,
MSTV0138,SURF-CGS2026R0871,CGS2026R0871,soft_anchor_review,2001,2000_2009,Colombia,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / Mountainous region around Armenia, Colombia.jpg / page 18377216",Wikimedia Commons,"Mountainous region around Armenia, Colombia.jpg",image_file_source_witness,main_needs_text,SURF-CGS2026R0871,packet_anchor_requires_text,low,none,pass,medium,soft_anchor_with_source_depth_can_be_main_needs_text,commons_file_source; no_subsheet_relation,"Source depth supports anchor potential, but the main claim needs interpretive text.",pending,
MSTV0139,SURF-CCT2026R01515,CCT2026R01515,soft_anchor_review,2007,2000_2009,Croatia,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Vrbovec1740.jpg / page 3696015,Wikimedia Commons,Vrbovec1740.jpg,image_file_source_witness,manual_hold,,manual_relation_review,low,none,revise,low,soft_anchor_without_depth_or_parent_stays_manual,commons_file_source; no_subsheet_relation,The row lacks enough source depth or parent relation for safe assignment.,pending,
MSTV0140,SURF-CRB2026V2R0774,CRB2026V2R0774,soft_anchor_review,2006,2000_2009,Philippines,World War and public-information graphics,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Mimi Miyagi campaign poster.jpg / page 2549735,Wikimedia Commons,Mimi Miyagi campaign poster.jpg,image_file_source_witness,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,low,soft_anchor_with_blocker_requires_manual_review,commons_file_source; transnational_region; no_subsheet_relation,"The row may be anchor-worthy, but blocker risk prevents automatic role assignment.",pending,
MSTV0141,SURF-CCT2026R01600,CCT2026R01600,soft_anchor_review,2007,2000_2009,Poland,World War and public-information graphics,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / Plakat reklamuj cy pokaz ""Good Copy Bad Copy"" na Ch odnej 25 (2007757624).jpg / page 3464740",Wikimedia Commons,"Plakat reklamuj cy pokaz ""Good Copy Bad Copy"" na Ch odnej 25 (2007757624).jpg",image_file_source_witness,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,low,soft_anchor_with_blocker_requires_manual_review,commons_file_source; transnational_region; no_subsheet_relation,"The row may be anchor-worthy, but blocker risk prevents automatic role assignment.",pending,
MSTV0142,SURF-CAW2026R03504,CAW2026R03504,soft_anchor_review,2004,2000_2009,Solomon Islands,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Poster encouraging tax payments. Solomon Islands 2004. Photo- Peter Davis - AusAID (10714543963).jpg / page 32165642,Wikimedia Commons,Poster encouraging tax payments. Solomon Islands 2004. Photo- Peter Davis - AusAID (10714543963).jpg,image_file_source_witness,manual_hold,,manual_relation_review,low,none,revise,low,soft_anchor_without_depth_or_parent_stays_manual,commons_file_source; no_subsheet_relation,The row lacks enough source depth or parent relation for safe assignment.,pending,
MSTV0143,SURF-CRB2026V3R00018,CRB2026V3R00018,soft_anchor_review,2010,2010_2019,Kazakhstan,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / Film 999, 2010.jpg / page 25301694",Wikimedia Commons,"Film 999, 2010.jpg",image_file_source_witness,manual_hold,,manual_relation_review,low,none,revise,low,soft_anchor_without_depth_or_parent_stays_manual,commons_file_source; no_subsheet_relation,The row lacks enough source depth or parent relation for safe assignment.,pending,
MSTV0144,SURF-CAW2026R04314,CAW2026R04314,soft_anchor_review,2018,2010_2019,Latin America,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / 08.13 「同慶之旅」總統參訪雷根圖書館，圖為雷根總統海報 (44021242751).jpg / page 123229542,Wikimedia Commons,08.13 「同慶之旅」總統參訪雷根圖書館，圖為雷根總統海報 (44021242751).jpg,image_file_source_witness,main_needs_text,SURF-CAW2026R04314,packet_anchor_requires_text,low,none,pass,medium,soft_anchor_with_source_depth_can_be_main_needs_text,commons_file_source; no_subsheet_relation,"Source depth supports anchor potential, but the main claim needs interpretive text.",pending,
MSTV0145,SURF-CAW2026R03908,CAW2026R03908,soft_anchor_review,2014,2010_2019,Mali,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Livre de calcul en bambara au Mali (12769292193).jpg / page 32404016,Wikimedia Commons,Livre de calcul en bambara au Mali (12769292193).jpg,image_file_source_witness,manual_hold,,manual_relation_review,low,none,revise,low,soft_anchor_without_depth_or_parent_stays_manual,commons_file_source; no_subsheet_relation,The row lacks enough source depth or parent relation for safe assignment.,pending,
MSTV0146,SURF-CAW2026R04347,CAW2026R04347,soft_anchor_review,2019,2010_2019,Namibia,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Charcoal Packaging - Namibia.jpg / page 110714213,Wikimedia Commons,Charcoal Packaging - Namibia.jpg,image_file_source_witness,main_needs_text,SURF-CAW2026R04347,packet_anchor_requires_text,low,none,pass,medium,soft_anchor_with_source_depth_can_be_main_needs_text,commons_file_source; no_subsheet_relation,"Source depth supports anchor potential, but the main claim needs interpretive text.",pending,
MSTV0147,SURF-LPC2026R078,LPC2026R078,soft_anchor_review,2018,2010_2019,United States,World War and public-information graphics,poster / flyer / print / interface image,IMG03,Wikimedia Commons,Wikimedia Commons,"A middle-aged woman in glasses with her arms crossed, a Wellcome L0052365.jpg",image_file_source_witness,manual_hold,,manual_relation_review,medium,transnational_geography_manual,revise,low,soft_anchor_with_blocker_requires_manual_review,commons_file_source; transnational_region; no_subsheet_relation,"The row may be anchor-worthy, but blocker risk prevents automatic role assignment.",pending,
MSTV0148,SURF-LPC2026R077,LPC2026R077,soft_anchor_review,2018,2010_2019,United States,Modern typography and layout,poster / flyer / print / interface image,IMG03,Wikimedia Commons,Wikimedia Commons,A green background bearing the white lettering Wellcome L0053638.jpg,image_file_source_witness,main_needs_text,SURF-LPC2026R077,packet_anchor_requires_text,low,none,pass,medium,soft_anchor_with_source_depth_can_be_main_needs_text,commons_file_source; no_subsheet_relation,"Source depth supports anchor potential, but the main claim needs interpretive text.",pending,
MSTV0149,SURF-LPC2026R079,LPC2026R079,soft_anchor_review,2018,2010_2019,United States,World War and public-information graphics,poster / flyer / print / interface image,IMG03,Wikimedia Commons,Wikimedia Commons,A pregnant black woman with a warning about the dangers of Wellcome L0052322.jpg,image_file_source_witness,manual_hold,,manual_relation_review,medium,transnational_geography_manual,revise,low,soft_anchor_with_blocker_requires_manual_review,commons_file_source; transnational_region; no_subsheet_relation,"The row may be anchor-worthy, but blocker risk prevents automatic role assignment.",pending,
MSTV0150,SURF-CAW2026R04762,CAW2026R04762,soft_anchor_review,2023,2020_2026,Azerbaijan,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Toplan cinayətinə son! banner.png / page 138507913,Wikimedia Commons,Toplan cinayətinə son! banner.png,image_file_source_witness,main_needs_text,SURF-CAW2026R04762,packet_anchor_requires_text,medium,none,pass,medium,soft_anchor_with_source_depth_can_be_main_needs_text,commons_file_source; no_subsheet_relation,"Source depth supports anchor potential, but the main claim needs interpretive text.",pending,
MSTV0151,SURF-CGS2026R0527,CGS2026R0527,soft_anchor_review,2020,2020_2026,Brazil,Corporate identity and design systems,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Arezzo Inverno 2020 por Deborah Secco - 27.jpg / page 90376791,Wikimedia Commons,Arezzo Inverno 2020 por Deborah Secco - 27.jpg,image_file_source_witness,manual_hold,,manual_relation_review,low,none,revise,low,soft_anchor_without_depth_or_parent_stays_manual,commons_file_source; no_subsheet_relation,The row lacks enough source depth or parent relation for safe assignment.,pending,
MSTV0152,SURF-CGS2026R0731,CGS2026R0731,soft_anchor_review,2024,2020_2026,Chile,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Electronic Poster- REU Winter 2024 Intern Program in Chile - NOIRLab (ann24016a).tiff / page 149750875,Wikimedia Commons,Electronic Poster- REU Winter 2024 Intern Program in Chile - NOIRLab (ann24016a).tiff,image_file_source_witness,main_needs_text,SURF-CGS2026R0731,packet_anchor_requires_text,medium,none,pass,medium,soft_anchor_with_source_depth_can_be_main_needs_text,commons_file_source; no_subsheet_relation,"Source depth supports anchor potential, but the main claim needs interpretive text.",pending,
MSTV0153,SURF-CAW2026R04656,CAW2026R04656,soft_anchor_review,2022,2020_2026,China / Hong Kong,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / 595421639 megacity advertising people crowds flying cars cyberpunk neon light tone androids.png / page 125804831,Wikimedia Commons,595421639 megacity advertising people crowds flying cars cyberpunk neon light tone androids.png,image_file_source_witness,manual_hold,,manual_relation_review,low,none,revise,low,soft_anchor_without_depth_or_parent_stays_manual,commons_file_source; no_subsheet_relation,The row lacks enough source depth or parent relation for safe assignment.,pending,
MSTV0154,SURF-CAW2026R04758,CAW2026R04758,soft_anchor_review,2023,2020_2026,China / Hong Kong,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Barbenheimer Parody Movie Poster.jpg / page 134855514,Wikimedia Commons,Barbenheimer Parody Movie Poster.jpg,image_file_source_witness,manual_hold,,manual_relation_review,low,none,revise,low,soft_anchor_without_depth_or_parent_stays_manual,commons_file_source; no_subsheet_relation,The row lacks enough source depth or parent relation for safe assignment.,pending,
MSTV0155,SURF-CAW2026R04482,CAW2026R04482,soft_anchor_review,2020,2020_2026,Latin America,World War and public-information graphics,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Meals To You - PepsiCo - Qual Pac Food Box Team (20200813-FNS-LSC-0989).jpg / page 184956505,Wikimedia Commons,Meals To You - PepsiCo - Qual Pac Food Box Team (20200813-FNS-LSC-0989).jpg,image_file_source_witness,manual_hold,,manual_relation_review,medium,transnational_geography_manual,revise,low,soft_anchor_with_blocker_requires_manual_review,commons_file_source; transnational_region; no_subsheet_relation,"The row may be anchor-worthy, but blocker risk prevents automatic role assignment.",pending,
