batch_id,priority,source_name,dominant_repair_family,candidate_objects,batch_candidate_limit,estimated_weighted_gap_points,source_visible_gap_objects,verified_open_gap_objects,image_state_mix,source_family_route,item_level_evidence_contract,raw_payload_policy,automatic_upgrade_allowed,network_required_for_execution,sample_surface_ids
IMG-RIGHTS-BATCH-0213,P2,4 - ti may - 1897,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0184
IMG-RIGHTS-BATCH-0214,P2,"4 Library for adults, Ternopil",img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0227
IMG-RIGHTS-BATCH-0215,P2,8Q SAM,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0482
IMG-RIGHTS-BATCH-0216,P2,AIDSSH,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0160
IMG-RIGHTS-BATCH-0217,P2,ASTRA National Museum Complex,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0027
IMG-RIGHTS-BATCH-0218,P2,Abderrahmane Benhamida library,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0102
IMG-RIGHTS-BATCH-0219,P2,Acatushun museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0232
IMG-RIGHTS-BATCH-0220,P2,Adam Mickiewicz Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0478
IMG-RIGHTS-BATCH-0221,P2,Afriart Gallery,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0490
IMG-RIGHTS-BATCH-0222,P2,Afronova,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0126
IMG-RIGHTS-BATCH-0223,P2,Aishti Foundation,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0473
IMG-RIGHTS-BATCH-0224,P2,Akbank Sanat,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0582
IMG-RIGHTS-BATCH-0225,P2,Akenten Appiah-Menka University of Skills Training and Entrepreneurial Development,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0110
IMG-RIGHTS-BATCH-0226,P2,Al Qarara Cultural Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0077
IMG-RIGHTS-BATCH-0227,P2,Al-Maktaba Al-Shamela Al-Djazairiyya,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0096
IMG-RIGHTS-BATCH-0228,P2,Al-Rawdha Al-Haidarya Library,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0579
IMG-RIGHTS-BATCH-0229,P2,Albany Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0128
IMG-RIGHTS-BATCH-0230,P2,Alexander Nevsky Cathedral,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0019
IMG-RIGHTS-BATCH-0231,P2,Alianza Francesa Sucre,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0267
IMG-RIGHTS-BATCH-0232,P2,Aliwal Arts Centre,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0087
IMG-RIGHTS-BATCH-0233,P2,Alliance Française de Dhaka,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0375
IMG-RIGHTS-BATCH-0234,P2,Alliance Française de Karachi,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0378
IMG-RIGHTS-BATCH-0235,P2,Alliance française Stara Zagora,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0181
IMG-RIGHTS-BATCH-0236,P2,Alsharekh Archive,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0357
IMG-RIGHTS-BATCH-0237,P2,Alwaraq,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0580
IMG-RIGHTS-BATCH-0238,P2,Amadeo León Collection,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0076
IMG-RIGHTS-BATCH-0239,P2,Ameen Rihani Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0353
IMG-RIGHTS-BATCH-0240,P2,American corner in Novi Sad,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0213
IMG-RIGHTS-BATCH-0241,P2,Andrés Guacurarí Historical-Archaeological Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0231
IMG-RIGHTS-BATCH-0242,P2,Angels and Muse,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0120
IMG-RIGHTS-BATCH-0243,P2,Anglo-Boer War Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0127
IMG-RIGHTS-BATCH-0244,P2,Anibal Bergallo Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0015
IMG-RIGHTS-BATCH-0245,P2,Anibal Cambas Regional Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0016
IMG-RIGHTS-BATCH-0246,P2,Ankara University School of Pharmacy Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0372
