table_schema	table_name	catalog_kind	constraint_name	definition	columns	referenced_schema	referenced_table	referenced_columns	deferrable	initially_deferred	trigger_function	trigger_events	expected_event_count	table_indexes	referenced_indexes	child_fk_leading_index_covered	pre_remediation_complexity	risk_priority
provenance	assertion_subject_source_record	FOREIGN_KEY	assertion_subject_source_record_source_record_id_fkey	FOREIGN KEY (source_record_id) REFERENCES raw.source_record(source_record_id) ON DELETE RESTRICT	source_record_id	raw	source_record	source_record_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_subject_source_record_pkey ON provenance.assertion_subject_source_record USING btree (assertion_id)	CREATE UNIQUE INDEX source_record_pkey ON raw.source_record USING btree (source_record_id) || CREATE UNIQUE INDEX source_record_occurrence_unique ON raw.source_record USING btree (source_asset_id, record_ordinal) || CREATE UNIQUE INDEX source_record_asset_identity_unique ON raw.source_record USING btree (source_asset_id, source_record_id) || CREATE INDEX source_record_legacy_id_idx ON raw.source_record USING btree (legacy_source_record_id) || CREATE INDEX source_record_fingerprint_idx ON raw.source_record USING btree (raw_fingerprint)	f	INDEX_PROBE	P2
provenance	assertion_subject_trace_node	CONSTRAINT_TRIGGER	assertion_shape_from_trace_node_subject	CREATE CONSTRAINT TRIGGER assertion_shape_from_trace_node_subject AFTER INSERT OR DELETE OR UPDATE ON provenance.assertion_subject_trace_node DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION provenance.enforce_assertion_shape()					t	t	provenance.enforce_assertion_shape()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX assertion_subject_trace_node_pkey ON provenance.assertion_subject_trace_node USING btree (assertion_id)			ROW_EVENT_FUNCTION	P2
provenance	assertion_subject_trace_node	FOREIGN_KEY	assertion_subject_trace_node_assertion_id_fkey	FOREIGN KEY (assertion_id) REFERENCES provenance.assertion(assertion_id) ON DELETE RESTRICT	assertion_id	provenance	assertion	assertion_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_subject_trace_node_pkey ON provenance.assertion_subject_trace_node USING btree (assertion_id)	CREATE UNIQUE INDEX assertion_pkey ON provenance.assertion USING btree (assertion_id) || CREATE INDEX assertion_predicate_status_idx ON provenance.assertion USING btree (assertion_predicate_id, status) || CREATE INDEX assertion_supersedes_idx ON provenance.assertion USING btree (supersedes_assertion_id)	t	INDEX_PROBE	P2
provenance	assertion_subject_trace_node	FOREIGN_KEY	assertion_subject_trace_node_trace_node_id_fkey	FOREIGN KEY (trace_node_id) REFERENCES research.trace_node(trace_node_id) ON DELETE RESTRICT	trace_node_id	research	trace_node	trace_node_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_subject_trace_node_pkey ON provenance.assertion_subject_trace_node USING btree (assertion_id)	CREATE UNIQUE INDEX trace_node_pkey ON research.trace_node USING btree (trace_node_id) || CREATE INDEX trace_node_canonical_key_idx ON research.trace_node USING btree (canonical_key) || CREATE INDEX trace_node_entity_idx ON research.trace_node USING btree (entity_id, trace_node_id)	f	INDEX_PROBE	P2
provenance	assertion_value_entity	CONSTRAINT_TRIGGER	assertion_shape_from_entity_value	CREATE CONSTRAINT TRIGGER assertion_shape_from_entity_value AFTER INSERT OR DELETE OR UPDATE ON provenance.assertion_value_entity DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION provenance.enforce_assertion_shape()					t	t	provenance.enforce_assertion_shape()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX assertion_value_entity_pkey ON provenance.assertion_value_entity USING btree (assertion_id) || CREATE INDEX assertion_value_entity_target_idx ON provenance.assertion_value_entity USING btree (entity_id)			ROW_EVENT_FUNCTION	P2
provenance	assertion_value_entity	FOREIGN_KEY	assertion_value_entity_assertion_id_fkey	FOREIGN KEY (assertion_id) REFERENCES provenance.assertion(assertion_id) ON DELETE RESTRICT	assertion_id	provenance	assertion	assertion_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_entity_pkey ON provenance.assertion_value_entity USING btree (assertion_id) || CREATE INDEX assertion_value_entity_target_idx ON provenance.assertion_value_entity USING btree (entity_id)	CREATE UNIQUE INDEX assertion_pkey ON provenance.assertion USING btree (assertion_id) || CREATE INDEX assertion_predicate_status_idx ON provenance.assertion USING btree (assertion_predicate_id, status) || CREATE INDEX assertion_supersedes_idx ON provenance.assertion USING btree (supersedes_assertion_id)	t	INDEX_PROBE	P2
provenance	assertion_value_entity	FOREIGN_KEY	assertion_value_entity_entity_id_fkey	FOREIGN KEY (entity_id) REFERENCES core.entity(entity_id) ON DELETE RESTRICT	entity_id	core	entity	entity_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_entity_pkey ON provenance.assertion_value_entity USING btree (assertion_id) || CREATE INDEX assertion_value_entity_target_idx ON provenance.assertion_value_entity USING btree (entity_id)	CREATE UNIQUE INDEX entity_pkey ON core.entity USING btree (entity_id) || CREATE INDEX entity_kind_state_idx ON core.entity USING btree (entity_kind, lifecycle_state)	t	INDEX_PROBE	P2
provenance	assertion_value_folder	CONSTRAINT_TRIGGER	assertion_shape_from_folder_value	CREATE CONSTRAINT TRIGGER assertion_shape_from_folder_value AFTER INSERT OR DELETE OR UPDATE ON provenance.assertion_value_folder DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION provenance.enforce_assertion_shape()					t	t	provenance.enforce_assertion_shape()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX assertion_value_folder_pkey ON provenance.assertion_value_folder USING btree (assertion_id)			ROW_EVENT_FUNCTION	P2
provenance	assertion_value_folder	FOREIGN_KEY	assertion_value_folder_assertion_id_fkey	FOREIGN KEY (assertion_id) REFERENCES provenance.assertion(assertion_id) ON DELETE RESTRICT	assertion_id	provenance	assertion	assertion_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_folder_pkey ON provenance.assertion_value_folder USING btree (assertion_id)	CREATE UNIQUE INDEX assertion_pkey ON provenance.assertion USING btree (assertion_id) || CREATE INDEX assertion_predicate_status_idx ON provenance.assertion USING btree (assertion_predicate_id, status) || CREATE INDEX assertion_supersedes_idx ON provenance.assertion USING btree (supersedes_assertion_id)	t	INDEX_PROBE	P2
provenance	assertion_value_folder	FOREIGN_KEY	assertion_value_folder_folder_id_fkey	FOREIGN KEY (folder_id) REFERENCES research.folder(folder_id) ON DELETE RESTRICT	folder_id	research	folder	folder_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_folder_pkey ON provenance.assertion_value_folder USING btree (assertion_id)	CREATE UNIQUE INDEX folder_pkey ON research.folder USING btree (folder_id) || CREATE UNIQUE INDEX folder_folder_token_key ON research.folder USING btree (folder_token)	f	INDEX_PROBE	P2
provenance	assertion_value_identity_resolution	CONSTRAINT_TRIGGER	assertion_shape_from_identity_value	CREATE CONSTRAINT TRIGGER assertion_shape_from_identity_value AFTER INSERT OR DELETE OR UPDATE ON provenance.assertion_value_identity_resolution DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION provenance.enforce_assertion_shape()					t	t	provenance.enforce_assertion_shape()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX assertion_value_identity_resolution_pkey ON provenance.assertion_value_identity_resolution USING btree (assertion_id)			ROW_EVENT_FUNCTION	P2
provenance	assertion_value_identity_resolution	FOREIGN_KEY	assertion_value_identity_reso_legacy_identity_resolution_i_fkey	FOREIGN KEY (legacy_identity_resolution_id) REFERENCES core.legacy_identity_resolution(legacy_identity_resolution_id) ON DELETE RESTRICT	legacy_identity_resolution_id	core	legacy_identity_resolution	legacy_identity_resolution_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_identity_resolution_pkey ON provenance.assertion_value_identity_resolution USING btree (assertion_id)	CREATE UNIQUE INDEX legacy_identity_resolution_pkey ON core.legacy_identity_resolution USING btree (legacy_identity_resolution_id) || CREATE UNIQUE INDEX legacy_identity_resolution_supersedes_resolution_id_key ON core.legacy_identity_resolution USING btree (supersedes_resolution_id) || CREATE INDEX legacy_identity_resolution_object_idx ON core.legacy_identity_resolution USING btree (target_archive_object_id) || CREATE INDEX legacy_identity_resolution_trace_edge_idx ON core.legacy_identity_resolution USING btree (target_trace_edge_release_id, target_trace_edge_corpus_version_id, target_trace_edge_subject_node_id, target_trace_edge_relation_id, target_trace_edge_object_node_id, target_trace_edge_projection_role)	f	INDEX_PROBE	P2
provenance	assertion_value_identity_resolution	FOREIGN_KEY	assertion_value_identity_resolution_assertion_id_fkey	FOREIGN KEY (assertion_id) REFERENCES provenance.assertion(assertion_id) ON DELETE RESTRICT	assertion_id	provenance	assertion	assertion_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_identity_resolution_pkey ON provenance.assertion_value_identity_resolution USING btree (assertion_id)	CREATE UNIQUE INDEX assertion_pkey ON provenance.assertion USING btree (assertion_id) || CREATE INDEX assertion_predicate_status_idx ON provenance.assertion USING btree (assertion_predicate_id, status) || CREATE INDEX assertion_supersedes_idx ON provenance.assertion USING btree (supersedes_assertion_id)	t	INDEX_PROBE	P2
provenance	assertion_value_literal	CONSTRAINT_TRIGGER	assertion_shape_from_literal	CREATE CONSTRAINT TRIGGER assertion_shape_from_literal AFTER INSERT OR DELETE OR UPDATE ON provenance.assertion_value_literal DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION provenance.enforce_assertion_shape()					t	t	provenance.enforce_assertion_shape()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX assertion_value_literal_pkey ON provenance.assertion_value_literal USING btree (assertion_id)			ROW_EVENT_FUNCTION	P2
provenance	assertion_value_literal	FOREIGN_KEY	assertion_value_literal_assertion_id_fkey	FOREIGN KEY (assertion_id) REFERENCES provenance.assertion(assertion_id) ON DELETE RESTRICT	assertion_id	provenance	assertion	assertion_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_literal_pkey ON provenance.assertion_value_literal USING btree (assertion_id)	CREATE UNIQUE INDEX assertion_pkey ON provenance.assertion USING btree (assertion_id) || CREATE INDEX assertion_predicate_status_idx ON provenance.assertion USING btree (assertion_predicate_id, status) || CREATE INDEX assertion_supersedes_idx ON provenance.assertion USING btree (supersedes_assertion_id)	t	INDEX_PROBE	P2
provenance	assertion_value_literal	FOREIGN_KEY	assertion_value_literal_field_literal_id_fkey	FOREIGN KEY (field_literal_id) REFERENCES raw.field_literal(field_literal_id) ON DELETE RESTRICT	field_literal_id	raw	field_literal	field_literal_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_literal_pkey ON provenance.assertion_value_literal USING btree (assertion_id)	CREATE UNIQUE INDEX field_literal_pkey ON raw.field_literal USING btree (field_literal_id) || CREATE UNIQUE INDEX field_literal_occurrence_unique ON raw.field_literal USING btree (source_record_id, json_pointer, occurrence_ordinal) || CREATE INDEX field_literal_source_idx ON raw.field_literal USING btree (source_record_id)	f	INDEX_PROBE	P2
provenance	assertion_value_representation	CONSTRAINT_TRIGGER	assertion_shape_from_representation_value	CREATE CONSTRAINT TRIGGER assertion_shape_from_representation_value AFTER INSERT OR DELETE OR UPDATE ON provenance.assertion_value_representation DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION provenance.enforce_assertion_shape()					t	t	provenance.enforce_assertion_shape()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX assertion_value_representation_pkey ON provenance.assertion_value_representation USING btree (assertion_id)			ROW_EVENT_FUNCTION	P2
provenance	assertion_value_representation	FOREIGN_KEY	assertion_value_representation_assertion_id_fkey	FOREIGN KEY (assertion_id) REFERENCES provenance.assertion(assertion_id) ON DELETE RESTRICT	assertion_id	provenance	assertion	assertion_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_representation_pkey ON provenance.assertion_value_representation USING btree (assertion_id)	CREATE UNIQUE INDEX assertion_pkey ON provenance.assertion USING btree (assertion_id) || CREATE INDEX assertion_predicate_status_idx ON provenance.assertion USING btree (assertion_predicate_id, status) || CREATE INDEX assertion_supersedes_idx ON provenance.assertion USING btree (supersedes_assertion_id)	t	INDEX_PROBE	P2
provenance	assertion_value_representation	FOREIGN_KEY	assertion_value_representation_digital_representation_id_fkey	FOREIGN KEY (digital_representation_id) REFERENCES rights.digital_representation(digital_representation_id) ON DELETE RESTRICT	digital_representation_id	rights	digital_representation	digital_representation_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_representation_pkey ON provenance.assertion_value_representation USING btree (assertion_id)	CREATE UNIQUE INDEX digital_representation_pkey ON rights.digital_representation USING btree (digital_representation_id) || CREATE UNIQUE INDEX digital_representation_content_sha256_byte_length_evidence__key ON rights.digital_representation USING btree (content_sha256, byte_length, evidence_item_id) NULLS NOT DISTINCT	f	INDEX_PROBE	P2
provenance	assertion_value_source_record	CONSTRAINT_TRIGGER	assertion_shape_from_source_record_value	CREATE CONSTRAINT TRIGGER assertion_shape_from_source_record_value AFTER INSERT OR DELETE OR UPDATE ON provenance.assertion_value_source_record DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION provenance.enforce_assertion_shape()					t	t	provenance.enforce_assertion_shape()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX assertion_value_source_record_pkey ON provenance.assertion_value_source_record USING btree (assertion_id)			ROW_EVENT_FUNCTION	P2
provenance	assertion_value_source_record	FOREIGN_KEY	assertion_value_source_record_assertion_id_fkey	FOREIGN KEY (assertion_id) REFERENCES provenance.assertion(assertion_id) ON DELETE RESTRICT	assertion_id	provenance	assertion	assertion_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_source_record_pkey ON provenance.assertion_value_source_record USING btree (assertion_id)	CREATE UNIQUE INDEX assertion_pkey ON provenance.assertion USING btree (assertion_id) || CREATE INDEX assertion_predicate_status_idx ON provenance.assertion USING btree (assertion_predicate_id, status) || CREATE INDEX assertion_supersedes_idx ON provenance.assertion USING btree (supersedes_assertion_id)	t	INDEX_PROBE	P2
provenance	assertion_value_source_record	FOREIGN_KEY	assertion_value_source_record_source_record_id_fkey	FOREIGN KEY (source_record_id) REFERENCES raw.source_record(source_record_id) ON DELETE RESTRICT	source_record_id	raw	source_record	source_record_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX assertion_value_source_record_pkey ON provenance.assertion_value_source_record USING btree (assertion_id)	CREATE UNIQUE INDEX source_record_pkey ON raw.source_record USING btree (source_record_id) || CREATE UNIQUE INDEX source_record_occurrence_unique ON raw.source_record USING btree (source_asset_id, record_ordinal) || CREATE UNIQUE INDEX source_record_asset_identity_unique ON raw.source_record USING btree (source_asset_id, source_record_id) || CREATE INDEX source_record_legacy_id_idx ON raw.source_record USING btree (legacy_source_record_id) || CREATE INDEX source_record_fingerprint_idx ON raw.source_record USING btree (raw_fingerprint)	f	INDEX_PROBE	P2
provenance	assertion_value_trace_node	CONSTRAINT_TRIGGER	assertion_shape_from_trace_node_value	CREATE CONSTRAINT TRIGGER assertion_shape_from_trace_node_value AFTER INSERT OR DELETE OR UPDATE ON provenance.assertion_value_trace_node DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION provenance.enforce_assertion_shape()					t	t	provenance.enforce_assertion_shape()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX assertion_value_trace_node_pkey ON provenance.assertion_value_trace_node USING btree (assertion_id)			ROW_EVENT_FUNCTION	P2
