ordinal	pair_id	vocabulary_id_a	vocabulary_id_b	label_a	label_b	normalized_label_a	normalized_label_b	canonical_pair_key	structurally_excluded	pair_universe_hash
152	R16A-PAIR:c260664d0dcf52233a05697589c32d9ff9442c101a347166462e972931ae4f27	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	adaptation	mobile object	adaptation	mobile object	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
153	R16A-PAIR:66f1ea809f5027a2caa56caf3cf419770083ac9b9b4f2bd05580ebac493fc462	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	adaptation	production	adaptation	production	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
154	R16A-PAIR:313bc5a173f238638eec99b49ab0583563a2c6a45bc02661a4279fe28560def4	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	adaptation	consumption	adaptation	consumption	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
155	R16A-PAIR:7fd2bb9cb367c99e93ddac677e9f945f8b31b51e994ab6ea209fdf9fea8e7006	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	adaptation	professionalization	adaptation	professionalization	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
156	R16A-PAIR:0f25f435a68553b3a9e744795075b47752208fd61d4ef6c31855780c42ce6349	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	adaptation	commodification	adaptation	commodification	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
157	R16A-PAIR:d23e01a2725409c96af483816e0f2b5d9436ed57430a6f339ec5756789a93ef5	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	adaptation	production site	adaptation	production site	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
158	R16A-PAIR:ac3649ab230ba6c4e7f33ccfb7ee5e3ea82ea9a813673c7790f49f70d5d9f248	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	adaptation	piracy	adaptation	piracy	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
159	R16A-PAIR:452531b8a163bc3a85ed91cfcdc60fae783703955635f923a46558b29d832ad0	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	adaptation	cultural transfer	adaptation	cultural transfer	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
160	R16A-PAIR:26a5ab6e589fc29ca7086e98e14a03f9e82a781fe0fce186c9c50258af445335	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	adaptation	propaganda	adaptation	propaganda	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
161	R16A-PAIR:4172247222415ae5410d1a79aacda1adce34c702c9a4876f2d871ab19fe4269c	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	adaptation	advertising	adaptation	advertising	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
162	R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	adaptation	material displacement	adaptation	material displacement	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
163	R16A-PAIR:c0f7706cffae8a99d1ac52cc2327f4a00b292d46f47e2d37d88150c657af5c0f	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	adaptation	canonization	adaptation	canonization	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
164	R16A-PAIR:16416e93bf18a65a3d41980d70916ea54d9d6654e226672f3e702fba06994c34	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	adaptation	imitation	adaptation	imitation	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
165	R16A-PAIR:c58fe913fc06f2896c1022f7ccc0e9de1b0f7f1121f09c7d18162d40fe764cf9	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	adaptation	rejection	adaptation	rejection	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
166	R16A-PAIR:80281c11240e2664fdc3d4b0a36d6a76e0cbf2fbdd0fc71753b46528285ae31e	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	design diplomacy	craft	design diplomacy	craft	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
167	R16A-PAIR:cc852b7fae6f31b0e29b3f9ba4cf73e49aecbe8988357eb46d2c044aaa0f1e77	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8	design diplomacy	self-exoticization	design diplomacy	self-exoticization	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
168	R16A-PAIR:43cf7b40e525e7e3944a25de4583d7184b28965d6e1ed48004c4aef2e7c509ee	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630	design diplomacy	typography	design diplomacy	typography	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
169	R16A-PAIR:4a599a1064b6a96ffe69cb257dce235f5b59c778338c729ba52ba4347f669b08	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	design diplomacy	institutionalization	design diplomacy	institutionalization	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
170	R16A-PAIR:7a4f081702e3e80efe57e7bcd0a0ea46330065f527fe2aba434bcaf394812a30	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	design diplomacy	cultural negotiation	design diplomacy	cultural negotiation	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
171	R16A-PAIR:8a748b2d2d0dd5ca1d4098148c55fd8d501aa7619605e61e37fc14be83159258	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	design diplomacy	gendering	design diplomacy	gendering	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
172	R16A-PAIR:95b8a17885d231f030b15f8b4f027c71313290e4c1ec5857f1ee22395abb6a16	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	design diplomacy	education	design diplomacy	education	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
173	R16A-PAIR:db9e8b1d1d7e17983872e3600cd1a3ce5ae7f3c907ae70bdeafcbd0b2c6a0460	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	design diplomacy	exhibition	design diplomacy	exhibition	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
174	R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	design diplomacy	mediation	design diplomacy	mediation	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
175	R16A-PAIR:7ffe6c5db5049aeb6b7b4785a9e05db3cb4eebc1c9c0cbfda7734335be42c0ce	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	design diplomacy	cultural transformation	design diplomacy	cultural transformation	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
176	R16A-PAIR:63c73a970c91877296b43bd820fa3ac8cdff43a198566a6ee31a6886c795c727	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	design diplomacy	mobile object	design diplomacy	mobile object	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
177	R16A-PAIR:a5bb36a31e3a2c27132603f673484d1a9ed4ac5ef65a965f36799631f4e391a0	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	design diplomacy	production	design diplomacy	production	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
178	R16A-PAIR:281f040a6fd8125434134905aa8bb2284f4dc2ed491f0c4d503ed2be5637b8a5	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	design diplomacy	consumption	design diplomacy	consumption	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
179	R16A-PAIR:3007d99a085ca8c99b86475b8aafd8361477a99f2fd9cedf993aa074799fe522	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	design diplomacy	professionalization	design diplomacy	professionalization	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
180	R16A-PAIR:dfc723d7ead11ef954f835ea17e8dd9e6a8524e667d20b83b8fa097bd66714f8	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	design diplomacy	commodification	design diplomacy	commodification	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
181	R16A-PAIR:96fdd1f24d8163c32490ddd3e6a3b8cb57bc328238696941e38d4ad1aab107e8	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	design diplomacy	production site	design diplomacy	production site	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
182	R16A-PAIR:aa60ed98e9e787a39ad6b2f09dff9d849f052df8da15b15bbc2ec6579910a5ea	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	design diplomacy	piracy	design diplomacy	piracy	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
183	R16A-PAIR:f6a1c2ca20f3430dd11d3d485d64fd7affffc03c93f0ff7ed1f4eaecd6243988	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	design diplomacy	cultural transfer	design diplomacy	cultural transfer	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
184	R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	design diplomacy	propaganda	design diplomacy	propaganda	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
185	R16A-PAIR:5a70767bae3336f6ab7e7154a8f103d4fc5d53daabdaaa1416c2409ff3207b0d	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	design diplomacy	advertising	design diplomacy	advertising	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
186	R16A-PAIR:964dde7c261f66acbbc2946b0f33a9366ef6a4ec2442fd8747d2957fc9c372a9	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	design diplomacy	material displacement	design diplomacy	material displacement	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
187	R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	design diplomacy	canonization	design diplomacy	canonization	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
188	R16A-PAIR:22fa65f66dff996254515a1cf3443765b93db6bb30df98a75443c0c106c24e2e	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	design diplomacy	imitation	design diplomacy	imitation	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
189	R16A-PAIR:ade268be1a8116c744ba5c8966c75fc41ca28ec9ea088f26b8fff83b728dc7be	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	design diplomacy	rejection	design diplomacy	rejection	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
190	R16A-PAIR:5f9b59eb03b455e990d1bed0cd4942f8325a1052ec3f5e3ecd09aea6f14fee47	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8	craft	self-exoticization	craft	self-exoticization	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737|TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
191	R16A-PAIR:02e09c6d5dafe37269672d34f6caf7c185ef2325d3d63bded424897e99188a88	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630	craft	typography	craft	typography	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737|TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
192	R16A-PAIR:5a6ef66c9b0f2b2fd478a58c2ae2cd5101da88cab935ef0a6a64c30892738326	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	craft	institutionalization	craft	institutionalization	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737|TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
193	R16A-PAIR:d2f9ea70ce539eab0add8d8a3d0893538b4f44d2dba4831b2f398c7ffd00bbe7	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	craft	cultural negotiation	craft	cultural negotiation	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737|TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
194	R16A-PAIR:d74b21179b7e64db828210b73163823c32fe30212a4679e5469b6a255c400d39	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	craft	gendering	craft	gendering	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737|TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
195	R16A-PAIR:ddf7068abba0b034d15023b3a2a2a74b3a892cbbd7c38a505f9168dece946905	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	craft	education	craft	education	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737|TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
196	R16A-PAIR:8ee76ab1a7dc935a9467114d62af7a1921438f497419eaedbfe3b7986fb092c7	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	craft	exhibition	craft	exhibition	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737|TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
